Valid,Comp,Source,RA,Dec,z,Cosmo,LDist,Type,Instrument,Line,Flux,Flux_err,Lum,Lum_err,FWHM,FWHM_err,Cont,Cont_err,LFIR,LFIR_err,LFIR_LIR,LFIR_LIR_err,LFIR_LIR_type,LIR,LIR_err,LIR_LFIR,LIR_LFIR_err,LIR_LFIR_type,Line_ref,Line_year,Line_ref_link,Cont_ref,Cont_year,Pub,Mag_min,Mag_max,Line_rf,Log_Lum,Log_Lum_me,Log_Lum_pe,
-,-,-,J2000.0,J2000.0,-,,[Mpc],-,-,-,[Jy km/s],[Jy km/s],[Lsun],[Lsun],[km/s],[km/s],[mJy],[mJy],[Lsun],[Lsun],[Lsun],[Lsun],,[Lsun],[Lsun],[Lsun],[Lsun],,-,-,-,-,-,-,-,-,[GHz],[Lsun],[Lsun],[Lsun],
S,M,SPT0550-53,"""05:50:00.56""","""-53:56:41.7""",3.128,Vanilla,26726.1,SMG,APEX,[CII]158um,129,25,4.41E+10,8.55E+09,719,0,,,1.60E+13,1.00E+12,1.60E+13,1.00E+12,LFIR,,,1.60E+13,1.00E+12,LFIR,Gullberg+15,2015,https://ui.adsabs.harvard.edu/abs/2015MNRAS.449.2883G/abstract,Gullberg+15,2015,1,5.3,7.3,1900.547,10.64463315,0.093556371,0.07693101054,
S,M,SPT0550-53,"""05:50:00.56""","""-53:56:41.7""",3.128,Vanilla,26726.1,SMG,ALMA,[NII]205um,4.2,1.4,1.10E+09,3.68E+08,,,,,1.65E+13,5.50E+12,1.65E+13,5.50E+12,LFIR,,,1.65E+13,5.50E+12,LFIR,Cunningham+20,2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.4090C/abstract,Reuter+20,2020,1,5.5,5.5,1461.1318,9.043103512,0.1760912591,0.1249387366,
S,M,SPT0551-50,"""05:51:39.42""","""-50:58:02.1""",3.164,Vanilla,27095.7,SMG,ALMA,[CII]158um,216.1,16.3,7.53E+10,5.68E+09,734,95,,,4.40E+13,5.50E+12,4.40E+13,5.50E+12,LFIR,,,4.40E+13,5.50E+12,LFIR,Cunningham+20,2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.4090C/abstract,Reuter+20,2020,1,5.5,5.5,1900.547,10.87685675,0.03405928299,0.03158135684,
S,M,SPT0551-50,"""05:51:39.42""","""-50:58:02.1""",3.164,Vanilla,27095.7,SMG,Herschel,[CII]158um,0,60,0.00E+00,2.09E+10,,,,,1.10E+13,1.00E+12,1.10E+13,1.00E+12,LFIR,,,1.10E+13,1.00E+12,LFIR,Gullberg+15,2015,https://ui.adsabs.harvard.edu/abs/2015MNRAS.449.2883G/abstract,Gullberg+15,2015,1,4,5,1900.547,0,0,10.32035323,
S,M,SPT0551-50,"""05:51:39.42""","""-50:58:02.1""",3.164,Vanilla,27095.7,SMG,ALMA,[NII]205um,5.2,1.3,1.39E+09,3.48E+08,775,273,,,4.40E+13,5.50E+12,4.40E+13,5.50E+12,LFIR,,,4.40E+13,5.50E+12,LFIR,Cunningham+20,2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.4090C/abstract,Reuter+20,2020,1,5.5,5.5,1461.1318,9.144016105,0.1249387366,0.09691001301,
S,M,SPT0551-48,"""05:51:54.65""","""-48:25:01.8""",2.583,Vanilla,21216,SMG,ALMA,[CI]370um,12.08,0.62,1.28E+09,6.56E+07,,,,,1.10E+14,2.75E+13,1.10E+14,2.75E+13,LFIR,,,1.10E+14,2.75E+13,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,5.5,5.5,809.34,9.106311484,0.02288231665,0.02173678667,
S,M,SPT0551-48,"""05:51:54.65""","""-48:25:01.8""",2.583,Vanilla,21216,SMG,ALMA,[CI]609um,7.03,1.09,4.52E+08,7.01E+07,,,,,1.10E+14,2.75E+13,1.10E+14,2.75E+13,LFIR,,,1.10E+14,2.75E+13,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,5.5,5.5,492.16,8.655175183,0.07316888004,0.06260070422,
S,M,SPT0552-42,"""05:52:26.52""","""-42:44:12.7""",4.437,Vanilla,40521.3,SMG,ALMA,[CI]370um,3.31,0.61,8.41E+08,1.55E+08,,,,,2.20E+13,5.50E+12,2.20E+13,5.50E+12,LFIR,,,2.20E+13,5.50E+12,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,5.5,5.5,809.34,8.924999745,0.08846422962,0.07345807324,
S,M,SPT0552-42,"""05:52:26.52""","""-42:44:12.7""",4.437,Vanilla,40521.3,SMG,ALMA,[CI]609um,0,4.68,0.00E+00,7.23E+08,,,,,2.20E+13,5.50E+12,2.20E+13,5.50E+12,LFIR,,,2.20E+13,5.50E+12,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,5.5,5.5,492.16,0,0,8.859392913,
S,M,SPT0552-42,"""05:52:26.52""","""-42:44:12.7""",4.437,Vanilla,40521.3,SMG,ALMA,[CII]158um,39.6,5.4,2.36E+10,3.22E+09,,,,,2.20E+13,5.50E+12,2.20E+13,5.50E+12,LFIR,,,2.20E+13,5.50E+12,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,5.5,5.5,1900.547,10.37361455,0.06366907987,0.05551732785,
S,M,RXCJ0600-2007_z64,"""06:00:08.58""","""-20:08:12.54""",6.0719,,58547.16,LBG,ALMA,[CII]158um,0.44,0.2,4.22E+08,1.92E+08,181,0,0,0.16,,,,,,,,,,,Fujimoto+21,2021,https://ui.adsabs.harvard.edu/abs/2021ApJ...911...99F/abstract,Fujimoto+21,2021,1,20,160,1900.547,8.624840185,0.2632414348,0.1627272975,
S,M,RXCJ0600-2007_z61,"""06:00:09.13""","""-20:08:26.49""",6.0736,,58566.172,LBG,ALMA,[CII]158um,4.83,0.62,4.63E+09,5.94E+08,169,0,0.35,0.08,,,,,,,,,,,Fujimoto+21,2021,https://ui.adsabs.harvard.edu/abs/2021ApJ...911...99F/abstract,Fujimoto+21,2021,1,20,160,1900.547,9.665512264,0.05966503492,0.05244937153,
S,M,RXCJ0600-2007_z63,"""06:00:09.55""","""-20:08:11.26""",6.0719,,58547.16,LBG,ALMA,[CII]158um,2.75,0.2,2.63E+09,1.92E+08,181,0,0.2,0.08,,,,,,,,,,,Fujimoto+21,2021,https://ui.adsabs.harvard.edu/abs/2021ApJ...911...99F/abstract,Fujimoto+21,2021,1,20,160,1900.547,9.420720203,0.0327925134,0.03048932215,
S,M,SPT0604-64,"""06:04:57.57""","""-64:47:22.0""",2.481,Vanilla,20204.6,SMG,ALMA,[CI]370um,13.03,0.84,1.29E+09,8.29E+07,,,,,7.70E+13,1.65E+13,7.70E+13,1.65E+13,LFIR,,,7.70E+13,1.65E+13,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,5.5,5.5,809.34,9.109305251,0.02894071009,0.02713204536,
S,M,SPT0604-64,"""06:04:57.57""","""-64:47:22.0""",2.481,Vanilla,20204.6,SMG,ALMA,[CI]609um,9.8,0.5,5.88E+08,3.00E+07,,,,,7.70E+13,1.65E+13,7.70E+13,1.65E+13,LFIR,,,7.70E+13,1.65E+13,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,5.5,5.5,492.16,8.769562219,0.02274312714,0.02161114901,
S,M,MACS0647-JD1,"""06:47:55.731""","""+70:14:35.76""",10.7,,112146.2,LBG,PdBI,[CII]158um,0,0.165,0.00E+00,3.51E+08,50,0,0,0.17,,,0.00E+00,2.48E+12,LIR,0.00E+00,2.48E+12,0.00E+00,2.48E+12,LIR,Gonzalez-Lopez+14,2014,https://ui.adsabs.harvard.edu/abs/2014ApJ...784...99G/abstract,Gonzalez-Lopez+14,2014,1,15,15,1900.547,0,0,8.544779161,
S,M,4C+31.17_Streamer,"""06:50:51.62""","""+41:30:34.2""",3.792,Vanilla,33639.3,Streamer,ALMA,[CI]609um,0.23,0.03,2.78E+07,3.63E+06,,,,,,,,,,,,,,,Emonts+23,2023,https://ui.adsabs.harvard.edu/abs/2023Sci...379.1323E/abstract,Emonts+23,2023,1,1,1,492.16,7.44404458,0.06069784035,0.05324551195,
S,M,Az9,"""07:17:30.71""","""+37:44:33.33""",4.2734,Vanilla,38762.1,SMG,ALMA,[CII]158um,5.53,0.23,3.11E+09,1.30E+08,282,18,1.1,0.18,,,1.19E+12,2.10E+11,LIR,1.19E+12,2.10E+11,1.19E+12,2.10E+11,,Pope+23,2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...951L..46P/abstract,Pope+23,2023,1,6.5,8.5,1900.547,9.493360965,0.0184492617,0.01769735212,
S,M,Az9,"""07:17:30.71""","""+37:44:33.33""",4.2734,Vanilla,38762.1,SMG,ALMA,[NII]205um,0.236,0.102,1.02E+08,4.42E+07,150,30,1.03,0.16,,,1.19E+12,2.10E+11,LIR,1.19E+12,2.10E+11,1.19E+12,2.10E+11,LIR,Mizener+2024,2024,https://ui.adsabs.harvard.edu/abs/2024ApJ...970...30M/abstract,Mizener+2024,2024,1,6.5,8.5,1461.1318,8.009358615,0.2458072046,0.1560046973,
S,M,SMACSJ0723.3-7327_ID4590,"""07:23:26.255""","""-73:26:57.041""",8.496,Vanilla,86197.3,Candidate,ALMA,[CII]158um,0.094,0.027,1.45E+08,4.18E+07,118,36,0,0.008,0.00E+00,3.50E+10,0.00E+00,3.50E+10,LIR,,,0.00E+00,3.50E+10,LIR,Fujimioto+24,2024,https://ui.adsabs.harvard.edu/abs/2024ApJ...964..146F/abstract?bbbRedirect=1,Fujimioto+24,2024,1,8.69,8.69,1900.547,8.162486426,0.1470530509,0.1096575167,
S,M,SMACSJ0723.3-7327_ID4590,"""07:23:26.255""","""-73:26:57.041""",8.496,Vanilla,86197.3,Candidate,ALMA,[OIII]88um,0.113,0.028,3.12E+08,7.73E+07,136,67,0,0.014,0.00E+00,3.50E+10,0.00E+00,3.50E+10,LIR,,,0.00E+00,3.50E+10,LIR,Fujimioto+24,2024,https://ui.adsabs.harvard.edu/abs/2024ApJ...964..146F/abstract?bbbRedirect=1,Fujimioto+24,2024,1,8.69,8.69,3393.01,8.494143541,0.1236595178,0.09614066917,
S,M,LPsJ0748,"""07:48:51.72""","""+59:41:53.5""",2.7544,,22941.562,SMG,IRAM30m,[CI]370um,17.53,5.26,2.07E+09,6.21E+08,,,,,4.56E+14,7.42E+13,4.56E+14,7.42E+13,LFIR,,,4.56E+14,7.42E+13,LFIR,Harrington+21,2021,https://ui.adsabs.harvard.edu/abs/2021ApJ...908...95H/abstract,Harrington+21,2021,1,21,21,809.34,9.315651687,0.1549373534,0.1139624091,
S,M,LPsJ0748,"""07:48:51.72""","""+59:41:53.5""",2.7544,,22941.562,SMG,IRAM30m,[CI]609um,12.3,3.69,8.83E+08,2.65E+08,,,,,4.56E+14,7.42E+13,4.56E+14,7.42E+13,LFIR,,,4.56E+14,7.42E+13,LFIR,Harrington+21,2021,https://ui.adsabs.harvard.edu/abs/2021ApJ...908...95H/abstract,Harrington+21,2021,1,21,21,492.16,8.945750191,0.15490196,0.1139433523,
S,M,J0807+1328,"""08:07:15.11""","""+13:28:05.1""",4.8791,,45341.852,QSO,ALMA,[CII]158um,5.8,1.4,4.01E+09,9.68E+08,398.6,19.2,6.8,0.2,,,1.20E+13,0.00E+00,LIR,1.20E+13,0.00E+00,1.20E+13,0.00E+00,LIR,Nguyen+20,2020,https://ui.adsabs.harvard.edu/abs/2020ApJ...895...74N/abstract,Nguyen+20,2020,1,1,1,1900.547,9.60302761,0.1199753171,0.09390450287,
S,M,ALMAJ081740.86+135138.2,"""08:17:40.86""","""+13:51:38.2""",4.2601,Vanilla,38619.4,DLAHost,ALMA,[CII]158um,5.4,0.6,3.03E+09,3.36E+08,460,50,1.18,0.11,,,1.00E+12,6.02E+11,LIR,1.00E+12,6.02E+11,1.00E+12,6.02E+11,LIR,Neeleman+17,2017,https://ui.adsabs.harvard.edu/abs/2017Sci...355.1285N/abstract,Neeleman+17,2017,1,1,1,1900.547,9.480922757,0.05115252245,0.04575749056,
S,M,J0826+0542,"""08:26:53.42""","""+05:42:47.2""",2.58,Vanilla,21186.2,QSO,ALMA,[CI]370um,1.27,0.19,1.34E+08,2.01E+07,1000,150,,,,,8.26E+13,4.13E+13,LIR,8.26E+13,4.13E+13,8.26E+13,4.13E+13,LIR,Scholtz+23,2023,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.5246S/abstract,Scholtz+23,2023,1,1,1,809.34,8.127191174,0.07037996547,0.06054913483,
S,M,G09v1.97,"""08:30:51.156""","""+01:32:24.35""",3.6347,"H0=67.8, OM=0.308, Salp.",31984.3,SMG,ALMA,[CI]370um,3.6,0.9,6.69E+08,1.67E+08,261,79,,,,,1.55E+14,4.30E+13,LIR,1.55E+14,4.30E+13,1.55E+14,4.30E+13,LIR,Yang+17,2017,https://ui.adsabs.harvard.edu/abs/2017A%26A...608A.144Y/abstract,Yang+17,2017,1,6.3,7.5,809.34,8.825318918,0.1249387366,0.09691001301,
S,M,G09v1.97,"""08:30:51.156""","""+01:32:24.35""",3.634,Vanilla,31977,SMG,Herschel,[NII]122um,0,96.03088746,0.00E+00,5.42E+10,,,,,,,2.12E+14,6.00E+12,LIR,2.12E+14,6.00E+12,2.12E+14,6.00E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,6.3,7.5,2459.38,0,0,10.73398932,
S,M,G09v1.97,"""08:30:51.156""","""+01:32:24.35""",3.634,Vanilla,31977,SMG,Herschel,[OI]63um,0,79.05779149,0.00E+00,8.61E+10,,,,,,,2.12E+14,6.00E+12,LIR,2.12E+14,6.00E+12,2.12E+14,6.00E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,6.3,7.5,4744.678,0,0,10.93490417,
S,M,G09v1.97,"""08:30:51.156""","""+01:32:24.35""",3.634,Vanilla,31977,SMG,Herschel,[OIII]52um,84.04004577,14.40686499,1.12E+11,1.91E+10,,,,,,,2.12E+14,6.00E+12,LIR,2.12E+14,6.00E+12,2.12E+14,6.00E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,6.3,7.5,5785.88,11.04760845,0.08167004645,0.06871581237,
S,M,G09v1.97,"""08:30:51.156""","""+01:32:24.35""",3.634,Vanilla,31977,SMG,Herschel,[OIII]88um,0,45.03967038,0.00E+00,3.51E+10,,,,,,,2.12E+14,6.00E+12,LIR,2.12E+14,6.00E+12,2.12E+14,6.00E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,6.3,7.5,3393.01,0,0,10.54493309,
S,M,APM08279+5255,"""08:31:41.64""","""+45:52:17.5""",3.911,,34916.8,QSO,IRAM30m,[CI]370um,0,0.366,0.00E+00,7.65E+07,,,,,2.00E+14,0.00E+00,2.00E+14,0.00E+00,LFIR,,,2.00E+14,0.00E+00,LFIR,Walter+11,2011,https://ui.adsabs.harvard.edu/abs/2011ApJ...730...18W/abstract,Walter+11,2011,1,60,100,809.34,0,0,7.883544366,
S,M,APM08279+5255,"""08:31:41.64""","""+45:52:17.5""",3.911,,34916.8,QSO,NOEMA,[CI]609um,1.02,0.04,1.30E+08,5.08E+06,,,,,2.00E+14,0.00E+00,2.00E+14,0.00E+00,LFIR,,,2.00E+14,0.00E+00,LFIR,Yang+23,2023,https://ui.adsabs.harvard.edu/abs/2023arXiv230807368Y/abstract,Yang+23,2023,1,60,100,492.16,8.112638761,0.01737409607,0.0167056935,
S,M,APM08279+5255,"""08:31:41.64""","""+45:52:17.5""",3.911,,34916.8,QSO,PdBI,[CI]609um,0.93,0.13,1.18E+08,1.65E+07,,,386,67,2.00E+14,0.00E+00,2.00E+14,0.00E+00,LFIR,,,2.00E+14,0.00E+00,LFIR,Wagg+06,2007,https://ui.adsabs.harvard.edu/search/q=%20%20author%3A%22%5Ewagg%22%20year%3A2006&sort=date%20desc%2C%20bibcode%20desc&p_=0,Weiss+07,2007,1,60,100,492.16,8.072521538,0.06539296156,0.05682291671,
S,M,APM08279+5255,"""08:31:41.64""","""+45:52:17.5""",3.911,,34916.8,QSO,PdBI,[NII]205um,4.8,0.8,1.81E+09,3.02E+08,570,0,33,3,2.00E+14,0.00E+00,2.00E+14,0.00E+00,LFIR,,,2.00E+14,0.00E+00,LFIR,Decarli+12,2012,https://ui.adsabs.harvard.edu/abs/2012ApJ...752....2D/abstract,Decarli+12,2012,1,60,100,1461.1318,9.257862906,0.07918124605,0.06694678963,
S,M,APM08279+5255,"""08:31:41.64""","""+45:52:17.5""",3.911,,34916.8,QSO,ZEUS,[OIII]88um,116.3,16.5,1.02E+11,1.45E+10,,,,,2.00E+14,0.00E+00,2.00E+14,0.00E+00,LFIR,,,2.00E+14,0.00E+00,LFIR,Ferkinhoff+10,2010,https://ui.adsabs.harvard.edu/abs/2010ApJ...714L.147F/abstract,Weiss+07,2007,1,60,100,3393.01,11.00809713,0.06644917344,0.0576183603,
S,M,W0831+0140,"""08:31:53.25""","""+01:40:10.8""",3.9136,"H0=70, OM=0.28, Flat",35687.1,Hot-DOG,ALMA,[CII]158um,2.21E+01,1.27E+00,1.13E+10,6.50E+08,979,169,24.4,0.2,,,1.20E+14,0.00E+00,LIR,1.20E+14,0.00E+00,1.20E+14,0.00E+00,LIR,Diaz-Santos+21,2021,https://ui.adsabs.harvard.edu/abs/2021A%26A...654A..37D/abstract,Diaz-Santos+21,2021,1,1,1,1900.547,10.05307844,0.02572883571,0.0242894618,
S,M,J0832+1615,"""08:32:00.19""","""+16:15:00.4""",2.428,Vanilla,18603.1,QSO,ALMA,[CI]370um,0.7,0.1,5.95E+07,8.50E+06,1040,160,,,,,8.26E+13,4.13E+13,LIR,8.26E+13,4.13E+13,8.26E+13,4.13E+13,LIR,Scholtz+23,2023,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.5246S/abstract,Scholtz+23,2023,1,1,1,809.34,7.774392212,0.06694678963,0.05799194698,
S,M,J0834+0159,"""08:34:48.48""","""+01:59:21.1""",2.605,Vanilla,18603.1,QSO,ALMA,[CI]370um,0.19,0.03,1.54E+07,2.42E+06,320,50,,,,,1.04E+14,5.20E+13,LIR,1.04E+14,5.20E+13,1.04E+14,5.20E+13,LIR,Scholtz+23,2023,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.5246S/abstract,Scholtz+23,2023,1,1,1,809.34,7.186183317,0.0746336183,0.06366907987,
S,M,HerBS-169,"""08:38:59.47""","""+02:13:27.4""",2.6977,"H0=67.4, OM=0.315, Flat",22900.2,SMG,ALMA,[CI]609um,0.89,0.15,6.46E+07,1.09E+07,,,,,1.70E+13,1.64E+12,1.70E+13,1.64E+12,LFIR,2.41E+13,1.55E+12,2.41E+13,1.55E+12,LIR,"Cox+23, Ismail+23, Berta+23",2023,"https://ui.adsabs.harvard.edu/abs/2023arXiv230715732C/abstract, https://ui.adsabs.harvard.edu/abs/2023arXiv230715747I/abstract, https://ui.adsabs.harvard.edu/abs/2023arXiv230715748B/abstract","Cox+23, Ismail+23, Berta+23",2023,1,1,1,492.16,7.810276537,0.08015828691,0.06764333265,
S,C,J0842+1218C,"""08:42:28.967""","""+12:18:54.98""",6.0656,Vanilla,58443.3,SMG,ALMA,[CII]158um,1.37,0.14,1.31E+09,1.34E+08,340,70,0.36,0.12,,,9.00E+11,3.00E+11,LIR,9.00E+11,3.00E+11,9.00E+11,3.00E+11,LIR,Decarli+17,2017,https://ui.adsabs.harvard.edu/abs/2017Natur.545..457D/abstract,Decarli+17,2017,1,1,1,1900.547,9.116952934,0.04681545572,0.04225638014,
S,C,J0842+1218C,"""08:42:28.967""","""+12:18:54.98""",6.0656,Vanilla,58443.3,SMG,ALMA,[CII]158um,1.8,0.24,1.72E+09,2.29E+08,310,30,0.23,0.05,,,4.50E+11,1.00E+11,LIR,4.50E+11,1.00E+11,4.50E+11,1.00E+11,LIR,Neeleman+19,2019,https://ui.adsabs.harvard.edu/abs/2019ApJ...882...10N/abstract,Neeleman+19,2019,1,1,1,1900.547,9.235504872,0.06214790675,0.05435766232,
S,C,J0842+1218C,"""08:42:28.967""","""+12:18:54.98""",6.0656,Vanilla,58443.3,SMG,ALMA,[CII]158um,1.81,0.13,1.73E+09,1.24E+08,331,26,0.42,0.05,,,4.50E+11,1.00E+11,LIR,4.50E+11,1.00E+11,4.50E+11,1.00E+11,LIR,Bakx+24,2024,https://ui.adsabs.harvard.edu/abs/2024MNRAS.532.2270B/abstract,Bakx+24,2024,1,1,1,1900.547,9.237910942,0.03236929314,0.03012315506,
S,C,J0842+1218C,"""08:42:28.967""","""+12:18:54.98""",6.0656,Vanilla,58443.3,SMG,ALMA,[OIII]88um,1.77,0.33,3.02E+09,5.63E+08,153,42,1.16,0.31,,,4.50E+11,1.00E+11,LIR,4.50E+11,1.00E+11,4.50E+11,1.00E+11,LIR,Bakx+24,2024,https://ui.adsabs.harvard.edu/abs/2024MNRAS.532.2270B/abstract,Bakx+24,2024,1,1,1,3393.01,9.479912159,0.08961077427,0.07424602837,
S,M,J0842+1218Q,"""08:42:29.439""","""+12:18:50.50""",6.076,Vanilla,58559.8,QSO,ALMA,[CII]158um,1.4,0.14,1.34E+09,1.34E+08,390,40,0.72,0.06,1.59E+12,0.00E+00,1.59E+12,0.00E+00,LFIR,1.40E+12,3.00E+11,1.40E+12,3.00E+11,LIR,Neeleman+19,2019,https://ui.adsabs.harvard.edu/abs/2019ApJ...882...10N/abstract,Neeleman+19,2019,1,1,1,1900.547,9.127451334,0.04575749056,0.04139268516,
S,M,J0842+1218,"""08:42:29.439""","""+12:18:50.50""",6.076,Vanilla,58559.8,QSO,ALMA,[CII]158um,1.41,0.14,1.35E+09,1.34E+08,396,0,0.65,0.05,1.59E+12,0.00E+00,1.59E+12,0.00E+00,LFIR,,,1.59E+12,0.00E+00,LFIR,Decarli+18,2018,https://ui.adsabs.harvard.edu/abs/2018ApJ...854...97D/abstract,Decarli+18,2018,1,1,1,1900.547,9.130542411,0.0454153917,0.04111258551,
S,M,J0842+1218,"""08:42:29.439""","""+12:18:50.50""",6.076,Vanilla,58559.8,QSO,ALMA,[CII]158um,0.78,0.1,7.47E+08,9.58E+07,378,52,0.68,0.06,1.34E+12,1.10E+11,1.34E+12,1.10E+11,LFIR,,,1.34E+12,1.10E+11,LFIR,Venemans+20,2020,https://ui.adsabs.harvard.edu/abs/2020ApJ...904..130V/abstract,Venemans+20,2020,1,1,1,1900.547,8.873417901,0.05958568998,0.05238806946,
S,M,J0842+1218Q,"""08:42:29.439""","""+12:18:50.50""",6.076,Vanilla,58559.8,QSO,ALMA,[CII]158um,1.61,0.21,1.54E+09,2.01E+08,410,80,0.87,0.18,,,2.20E+12,5.00E+11,LIR,2.20E+12,5.00E+11,2.20E+12,5.00E+11,LIR,Decarli+17,2017,https://ui.adsabs.harvard.edu/abs/2017Natur.545..457D/abstract,Decarli+17,2017,1,1,1,1900.547,9.188149175,0.06069784035,0.05324551195,
S,C,J0842+1218C2,"""08:42:29.674""","""+12:18:46.28""",6.0649,Vanilla,58435.4,SMG,ALMA,[CII]158um,0.41,0.09,3.92E+08,8.60E+07,280,50,0,0.0016,,,,,,,,,,,Neeleman+19,2019,https://ui.adsabs.harvard.edu/abs/2019ApJ...882...10N/abstract,Neeleman+19,2019,1,1,1,1900.547,8.592941833,0.1076338784,0.08618614762,
S,C,J0842+1218C2,"""08:42:29.674""","""+12:18:46.28""",6.0649,Vanilla,58435.4,SMG,ALMA,[CII]158um,0.43,0.09,4.11E+08,8.60E+07,268,62,0,0.07,,,,,,,,,,,Bakx+24,2024,https://ui.adsabs.harvard.edu/abs/2024MNRAS.532.2270B/abstract,Bakx+24,2024,1,1,1,1900.547,8.613626432,0.1019895385,0.08253488806,
S,C,J0842+1218C2,"""08:42:29.674""","""+12:18:46.28""",6.0649,Vanilla,58435.4,SMG,ALMA,[OIII]88um,0,1.96,0.00E+00,3.34E+09,0,89,0,2.63,,,,,,,,,,,Bakx+24,2024,https://ui.adsabs.harvard.edu/abs/2024MNRAS.532.2270B/abstract,Bakx+24,2024,1,1,1,3393.01,0,0,9.524120574,
S,M,LPsJ0846,"""08:46:50.16""","""+15:05:47.3""",2.66151,,22007.688,SMG,IRAM30m,[CI]370um,15.03,4.51,1.67E+09,5.02E+08,,,,,6.81E+14,2.11E+11,6.81E+14,2.11E+11,LFIR,,,6.81E+14,2.11E+11,LFIR,Harrington+21,2021,https://ui.adsabs.harvard.edu/abs/2021ApJ...908...95H/abstract,Harrington+21,2021,1,27,27,809.34,9.223611941,0.1549432408,0.1139655788,
S,M,LPsJ0846,"""08:46:50.16""","""+15:05:47.3""",2.66151,,22007.688,SMG,IRAM30m,[CI]609um,14.7,4.41,9.95E+08,2.99E+08,,,,,6.81E+14,2.11E+11,6.81E+14,2.11E+11,LFIR,,,6.81E+14,2.11E+11,LFIR,Harrington+21,2021,https://ui.adsabs.harvard.edu/abs/2021ApJ...908...95H/abstract,Harrington+21,2021,1,27,27,492.16,8.997945604,0.15490196,0.1139433523,
S,M,G09v1.124,"""08:49:33.336""","""+02:14:44.52""",2.41,Vanilla,19504.7,SMG,Herschel,[CII]158um,161.3721734,107.5814489,3.56E+10,2.37E+10,,,169,15,,,6.45E+13,4.90E+12,LIR,6.45E+13,4.90E+12,6.45E+13,4.90E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,1,1.2,1900.547,10.55126477,0.4771212547,0.2218487496,
S,M,G09v1.124,"""08:49:33.336""","""+02:14:44.52""",2.41,Vanilla,19504.7,SMG,Herschel,[NII]122um,0,54.03855443,0.00E+00,1.54E+10,,,,,,,6.45E+13,4.90E+12,LIR,6.45E+13,4.90E+12,6.45E+13,4.90E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,1,1.2,2459.38,0,0,10.18808687,
S,M,G09v1.124,"""08:49:33.336""","""+02:14:44.52""",2.41,Vanilla,19504.7,SMG,Herschel,[OI]146um,0,74.43814498,0.00E+00,1.78E+10,,,,,,,6.45E+13,4.90E+12,LIR,6.45E+13,4.90E+12,6.45E+13,4.90E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,1,1.2,2060.0688,0,0,10.25023478,
S,M,G09v1.124,"""08:49:33.336""","""+02:14:44.52""",2.41,Vanilla,19504.7,SMG,Herschel,[OI]63um,45.24791356,15.08263785,2.49E+10,8.30E+09,,,,,,,6.45E+13,4.90E+12,LIR,6.45E+13,4.90E+12,6.45E+13,4.90E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,1,1.2,4744.678,10.39636281,0.1760912591,0.1249387366,
