 freq,	    tau,          Transmission
    9.01200E+02,   1.84366E+00,   1.58238E-01
    9.01300E+02,   1.90463E+00,   1.48878E-01
    9.01400E+02,   1.84783E+00,   1.57579E-01
    9.01500E+02,   1.84658E+00,   1.57776E-01
    9.01600E+02,   1.85065E+00,   1.57134E-01
    9.01700E+02,   1.85632E+00,   1.56247E-01
    9.01800E+02,   1.86265E+00,   1.55260E-01
    9.01900E+02,   1.86961E+00,   1.54183E-01
    9.02000E+02,   1.87706E+00,   1.53039E-01
    9.02100E+02,   1.88503E+00,   1.51825E-01
    9.02200E+02,   1.89421E+00,   1.50437E-01
    9.02300E+02,   1.90895E+00,   1.48236E-01
    9.02400E+02,   1.92112E+00,   1.46443E-01
    9.02500E+02,   1.92037E+00,   1.46552E-01
    9.02600E+02,   1.92716E+00,   1.45560E-01
    9.02700E+02,   1.93510E+00,   1.44409E-01
    9.02800E+02,   1.94402E+00,   1.43127E-01
    9.02900E+02,   1.95351E+00,   1.41776E-01
    9.03000E+02,   1.96352E+00,   1.40363E-01
    9.03100E+02,   1.97408E+00,   1.38890E-01
    9.03200E+02,   1.98504E+00,   1.37375E-01
    9.03300E+02,   1.99664E+00,   1.35790E-01
    9.03400E+02,   2.00875E+00,   1.34156E-01
    9.03500E+02,   2.02097E+00,   1.32527E-01
    9.03600E+02,   2.03423E+00,   1.30781E-01
    9.03700E+02,   2.05437E+00,   1.28173E-01
    9.03800E+02,   2.06208E+00,   1.27189E-01
    9.03900E+02,   2.07672E+00,   1.25341E-01
    9.04000E+02,   2.09249E+00,   1.23379E-01
    9.04100E+02,   2.10923E+00,   1.21331E-01
    9.04200E+02,   2.12701E+00,   1.19194E-01
    9.04300E+02,   2.14582E+00,   1.16972E-01
    9.04400E+02,   2.16570E+00,   1.14670E-01
    9.04500E+02,   2.18683E+00,   1.12273E-01
    9.04600E+02,   2.20923E+00,   1.09785E-01
    9.04700E+02,   2.23297E+00,   1.07210E-01
    9.04800E+02,   2.25832E+00,   1.04526E-01
    9.04900E+02,   2.28516E+00,   1.01757E-01
    9.05000E+02,   2.31352E+00,   9.89123E-02
    9.05100E+02,   2.34371E+00,   9.59710E-02
    9.05200E+02,   2.37492E+00,   9.30216E-02
    9.05300E+02,   2.40775E+00,   9.00179E-02
    9.05400E+02,   2.44193E+00,   8.69930E-02
    9.05500E+02,   2.47695E+00,   8.39988E-02
    9.05600E+02,   2.51262E+00,   8.10558E-02
    9.05700E+02,   2.54749E+00,   7.82776E-02
    9.05800E+02,   2.58130E+00,   7.56753E-02
    9.05900E+02,   2.61319E+00,   7.33001E-02
    9.06000E+02,   2.64152E+00,   7.12528E-02
    9.06100E+02,   2.66568E+00,   6.95519E-02
    9.06200E+02,   2.68565E+00,   6.81770E-02
    9.06300E+02,   2.71010E+00,   6.65304E-02
    9.06400E+02,   2.70360E+00,   6.69638E-02
    9.06500E+02,   2.71522E+00,   6.61903E-02
    9.06600E+02,   2.70163E+00,   6.70962E-02
    9.06700E+02,   2.69599E+00,   6.74755E-02
    9.06800E+02,   2.69107E+00,   6.78082E-02
    9.06900E+02,   2.68654E+00,   6.81161E-02
    9.07000E+02,   2.68294E+00,   6.83621E-02
    9.07100E+02,   2.68068E+00,   6.85165E-02
    9.07200E+02,   2.68028E+00,   6.85437E-02
    9.07300E+02,   2.68179E+00,   6.84403E-02
    9.07400E+02,   2.68575E+00,   6.81700E-02
    9.07500E+02,   2.69228E+00,   6.77266E-02
    9.07600E+02,   2.70168E+00,   6.70924E-02
    9.07700E+02,   2.71479E+00,   6.62188E-02
    9.07800E+02,   2.73288E+00,   6.50315E-02
    9.07900E+02,   2.75797E+00,   6.34206E-02
    9.08000E+02,   2.79806E+00,   6.09283E-02
    9.08100E+02,   2.87804E+00,   5.62450E-02
    9.08200E+02,   3.15263E+00,   4.27394E-02
    9.08300E+02,   3.30807E+00,   3.65866E-02
    9.08400E+02,   2.96504E+00,   5.15583E-02
    9.08500E+02,   2.91804E+00,   5.40396E-02
    9.08600E+02,   2.93480E+00,   5.31414E-02
    9.08700E+02,   3.06020E+00,   4.68782E-02
    9.08800E+02,   3.04589E+00,   4.75542E-02
    9.08900E+02,   2.98648E+00,   5.04648E-02
    9.09000E+02,   2.99570E+00,   5.00017E-02
    9.09100E+02,   3.01961E+00,   4.88204E-02
    9.09200E+02,   3.05007E+00,   4.73557E-02
    9.09300E+02,   3.08317E+00,   4.58136E-02
    9.09400E+02,   3.11975E+00,   4.41681E-02
    9.09500E+02,   3.15824E+00,   4.25005E-02
    9.09600E+02,   3.19979E+00,   4.07709E-02
    9.09700E+02,   3.24405E+00,   3.90057E-02
    9.09800E+02,   3.29107E+00,   3.72139E-02
    9.09900E+02,   3.34179E+00,   3.53738E-02
    9.10000E+02,   3.40658E+00,   3.31545E-02
    9.10100E+02,   3.44849E+00,   3.17935E-02
    9.10200E+02,   3.50386E+00,   3.00810E-02
    9.10300E+02,   3.56357E+00,   2.83374E-02
    9.10400E+02,   3.62679E+00,   2.66015E-02
    9.10500E+02,   3.69353E+00,   2.48840E-02
    9.10600E+02,   3.76443E+00,   2.31809E-02
    9.10700E+02,   3.83839E+00,   2.15283E-02
    9.10800E+02,   3.91521E+00,   1.99363E-02
    9.10900E+02,   3.99697E+00,   1.83711E-02
    9.11000E+02,   4.08319E+00,   1.68537E-02
    9.11100E+02,   4.17429E+00,   1.53862E-02
    9.11200E+02,   4.27044E+00,   1.39757E-02
    9.11300E+02,   4.37197E+00,   1.26263E-02
    9.11400E+02,   4.47944E+00,   1.13397E-02
    9.11500E+02,   4.59331E+00,   1.01194E-02
    9.11600E+02,   4.71408E+00,   8.96812E-03
    9.11700E+02,   4.84307E+00,   7.88285E-03
    9.11800E+02,   4.98195E+00,   6.86067E-03
    9.11900E+02,   5.14222E+00,   5.84470E-03
    9.12000E+02,   5.30463E+00,   4.96853E-03
    9.12100E+02,   5.43949E+00,   4.34169E-03
    9.12200E+02,   5.60590E+00,   3.67613E-03
    9.12300E+02,   5.78673E+00,   3.06800E-03
    9.12400E+02,   5.98067E+00,   2.52713E-03
    9.12500E+02,   6.18833E+00,   2.05326E-03
    9.12600E+02,   6.41045E+00,   1.64429E-03
    9.12700E+02,   6.64822E+00,   1.29633E-03
    9.12800E+02,   6.90326E+00,   1.00450E-03
    9.12900E+02,   7.17656E+00,   7.64296E-04
    9.13000E+02,   7.46937E+00,   5.70285E-04
    9.13100E+02,   7.78447E+00,   4.16146E-04
    9.13200E+02,   8.12387E+00,   2.96378E-04
    9.13300E+02,   8.48920E+00,   2.05677E-04
    9.13400E+02,   8.88252E+00,   1.38793E-04
    9.13500E+02,   9.30758E+00,   9.07335E-05
    9.13600E+02,   9.76694E+00,   5.73157E-05
    9.13700E+02,   1.02639E+01,   3.48681E-05
    9.13800E+02,   1.08017E+01,   2.03653E-05
    9.13900E+02,   1.13851E+01,   1.13633E-05
    9.14000E+02,   1.20178E+01,   6.03605E-06
    9.14100E+02,   1.27041E+01,   3.03877E-06
    9.14200E+02,   1.34515E+01,   1.43908E-06
    9.14300E+02,   1.42576E+01,   6.42672E-07
    9.14400E+02,   1.51337E+01,   2.67618E-07
    9.14500E+02,   1.60854E+01,   1.03324E-07
    9.14600E+02,   1.71187E+01,   3.67670E-08
    9.14700E+02,   1.82378E+01,   1.20069E-08
    9.14800E+02,   1.94345E+01,   3.62841E-09
    9.14900E+02,   2.07287E+01,   9.94589E-10
    9.15000E+02,   2.21146E+01,   2.48731E-10
    9.15100E+02,   2.35920E+01,   5.67712E-11
    9.15200E+02,   2.51560E+01,   1.18824E-11
    9.15300E+02,   2.67913E+01,   2.31570E-12
    9.15400E+02,   2.84855E+01,   4.25510E-13
    9.15500E+02,   3.02118E+01,   7.57129E-14
    9.15600E+02,   3.19333E+01,   1.35373E-14
    9.15700E+02,   3.36034E+01,   2.54818E-15
    9.15800E+02,   3.51587E+01,   5.37991E-16
    9.15900E+02,   3.65261E+01,   1.37068E-16
    9.16000E+02,   3.76164E+01,   4.60675E-17
    9.16100E+02,   3.83248E+01,   2.26845E-17
    9.16200E+02,   3.84834E+01,   1.93592E-17
    9.16300E+02,   3.79978E+01,   3.14602E-17
    9.16400E+02,   3.70744E+01,   7.92088E-17
    9.16500E+02,   3.58319E+01,   2.74416E-16
    9.16600E+02,   3.43614E+01,   1.19407E-15
    9.16700E+02,   3.27460E+01,   6.00614E-15
    9.16800E+02,   3.10526E+01,   3.26594E-14
    9.16900E+02,   2.93333E+01,   1.82260E-13
    9.17000E+02,   2.76312E+01,   9.99853E-13
    9.17100E+02,   2.59751E+01,   5.23808E-12
    9.17200E+02,   2.43857E+01,   2.56691E-11
    9.17300E+02,   2.28768E+01,   1.16073E-10
    9.17400E+02,   2.14567E+01,   4.80281E-10
    9.17500E+02,   2.01269E+01,   1.81554E-09
    9.17600E+02,   1.88889E+01,   6.26126E-09
    9.17700E+02,   1.77401E+01,   1.97503E-08
    9.17800E+02,   1.66774E+01,   5.71630E-08
    9.17900E+02,   1.56958E+01,   1.52541E-07
    9.18000E+02,   1.47905E+01,   3.77208E-07
    9.18100E+02,   1.39563E+01,   8.68657E-07
    9.18200E+02,   1.31885E+01,   1.87205E-06
    9.18300E+02,   1.24809E+01,   3.79855E-06
    9.18400E+02,   1.18312E+01,   7.27432E-06
    9.18500E+02,   1.12330E+01,   1.32309E-05
    9.18600E+02,   1.06858E+01,   2.28669E-05
    9.18700E+02,   1.01907E+01,   3.75179E-05
    9.18800E+02,   9.78156E+00,   5.64838E-05
    9.18900E+02,   9.32884E+00,   8.88256E-05
    9.19000E+02,   8.86871E+00,   1.40724E-04
    9.19100E+02,   8.48213E+00,   2.07137E-04
    9.19200E+02,   8.13042E+00,   2.94445E-04
    9.19300E+02,   7.80632E+00,   4.07155E-04
    9.19400E+02,   7.50708E+00,   5.49183E-04
    9.19500E+02,   7.23367E+00,   7.21865E-04
    9.19600E+02,   7.00670E+00,   9.05792E-04
    9.19700E+02,   6.74825E+00,   1.17293E-03
    9.19800E+02,   6.49249E+00,   1.51478E-03
    9.19900E+02,   6.27048E+00,   1.89132E-03
    9.20000E+02,   6.06597E+00,   2.32051E-03
    9.20100E+02,   5.87545E+00,   2.80754E-03
    9.20200E+02,   5.69801E+00,   3.35262E-03
    9.20300E+02,   5.53027E+00,   3.96493E-03
    9.20400E+02,   5.37345E+00,   4.63809E-03
    9.20500E+02,   5.22593E+00,   5.37537E-03
    9.20600E+02,   5.08688E+00,   6.17725E-03
    9.20700E+02,   4.95598E+00,   7.04118E-03
    9.20800E+02,   4.83254E+00,   7.96630E-03
    9.20900E+02,   4.71601E+00,   8.95079E-03
    9.21000E+02,   4.60602E+00,   9.99149E-03
    9.21100E+02,   4.50197E+00,   1.10871E-02
    9.21200E+02,   4.40354E+00,   1.22340E-02
    9.21300E+02,   4.31025E+00,   1.34302E-02
    9.21400E+02,   4.22177E+00,   1.46726E-02
    9.21500E+02,   4.13797E+00,   1.59551E-02
    9.21600E+02,   4.05832E+00,   1.72780E-02
    9.21700E+02,   3.98275E+00,   1.86343E-02
    9.21800E+02,   3.91093E+00,   2.00218E-02
    9.21900E+02,   3.84255E+00,   2.14388E-02
    9.22000E+02,   3.77752E+00,   2.28793E-02
    9.22100E+02,   3.71564E+00,   2.43399E-02
    9.22200E+02,   3.65658E+00,   2.58206E-02
    9.22300E+02,   3.60028E+00,   2.73161E-02
    9.22400E+02,   3.54671E+00,   2.88192E-02
    9.22500E+02,   3.49547E+00,   3.03346E-02
    9.22600E+02,   3.44655E+00,   3.18552E-02
    9.22700E+02,   3.39981E+00,   3.33795E-02
    9.22800E+02,   3.35567E+00,   3.48859E-02
    9.22900E+02,   3.31242E+00,   3.64277E-02
    9.23000E+02,   3.27151E+00,   3.79491E-02
    9.23100E+02,   3.23263E+00,   3.94536E-02
    9.23200E+02,   3.19636E+00,   4.09107E-02
    9.23300E+02,   3.15990E+00,   4.24299E-02
    9.23400E+02,   3.12518E+00,   4.39291E-02
    9.23500E+02,   3.09300E+00,   4.53656E-02
    9.23600E+02,   3.06027E+00,   4.68750E-02
    9.23700E+02,   3.02953E+00,   4.83383E-02
    9.23800E+02,   3.00025E+00,   4.97748E-02
    9.23900E+02,   2.97235E+00,   5.11830E-02
    9.24000E+02,   2.94556E+00,   5.25725E-02
    9.24100E+02,   2.92001E+00,   5.39331E-02
    9.24200E+02,   2.89562E+00,   5.52650E-02
    9.24300E+02,   2.87233E+00,   5.65668E-02
    9.24400E+02,   2.85023E+00,   5.78312E-02
    9.24500E+02,   2.82962E+00,   5.90354E-02
    9.24600E+02,   2.81019E+00,   6.01935E-02
    9.24700E+02,   2.79276E+00,   6.12518E-02
    9.24800E+02,   2.77840E+00,   6.21381E-02
    9.24900E+02,   2.76849E+00,   6.27564E-02
    9.25000E+02,   2.76978E+00,   6.26761E-02
    9.25100E+02,   2.80626E+00,   6.04303E-02
    9.25200E+02,   3.09019E+00,   4.54933E-02
    9.25300E+02,   2.87498E+00,   5.64172E-02
    9.25400E+02,   2.72781E+00,   6.53622E-02
    9.25500E+02,   2.67826E+00,   6.86824E-02
    9.25600E+02,   2.64977E+00,   7.06677E-02
    9.25700E+02,   2.62914E+00,   7.21405E-02
    9.25800E+02,   2.61244E+00,   7.33555E-02
    9.25900E+02,   2.59877E+00,   7.43649E-02
    9.26000E+02,   2.58839E+00,   7.51412E-02
    9.26100E+02,   2.58515E+00,   7.53846E-02
    9.26200E+02,   2.63741E+00,   7.15462E-02
    9.26300E+02,   2.60141E+00,   7.41686E-02
    9.26400E+02,   2.87256E+00,   5.65538E-02
    9.26500E+02,   2.57110E+00,   7.64513E-02
    9.26600E+02,   2.52830E+00,   7.97947E-02
    9.26700E+02,   2.50749E+00,   8.14722E-02
    9.26800E+02,   2.49299E+00,   8.26623E-02
    9.26900E+02,   2.48147E+00,   8.36205E-02
    9.27000E+02,   2.47155E+00,   8.44538E-02
    9.27100E+02,   2.46326E+00,   8.51566E-02
    9.27200E+02,   2.45700E+00,   8.56912E-02
    9.27300E+02,   2.45446E+00,   8.59093E-02
    9.27400E+02,   2.46315E+00,   8.51666E-02
    9.27500E+02,   2.54866E+00,   7.81867E-02
    9.27600E+02,   2.50055E+00,   8.20395E-02
    9.27700E+02,   2.43438E+00,   8.76522E-02
    9.27800E+02,   2.41383E+00,   8.94717E-02
    9.27900E+02,   2.40206E+00,   9.05313E-02
    9.28000E+02,   2.39461E+00,   9.12081E-02
    9.28100E+02,   2.38575E+00,   9.20201E-02
    9.28200E+02,   2.37795E+00,   9.27401E-02
    9.28300E+02,   2.37100E+00,   9.33869E-02
    9.28400E+02,   2.36479E+00,   9.39687E-02
    9.28500E+02,   2.35899E+00,   9.45159E-02
    9.28600E+02,   2.35351E+00,   9.50352E-02
    9.28700E+02,   2.34844E+00,   9.55179E-02
    9.28800E+02,   2.34385E+00,   9.59579E-02
    9.28900E+02,   2.33850E+00,   9.64720E-02
    9.29000E+02,   2.33389E+00,   9.69182E-02
    9.29100E+02,   2.32942E+00,   9.73526E-02
    9.29200E+02,   2.32520E+00,   9.77641E-02
    9.29300E+02,   2.32128E+00,   9.81477E-02
    9.29400E+02,   2.31774E+00,   9.84959E-02
    9.29500E+02,   2.31580E+00,   9.86870E-02
    9.29600E+02,   2.31438E+00,   9.88270E-02
    9.29700E+02,   2.30745E+00,   9.95148E-02
    9.29800E+02,   2.30349E+00,   9.99095E-02
    9.29900E+02,   2.30014E+00,   1.00244E-01
    9.30000E+02,   2.29716E+00,   1.00544E-01
    9.30100E+02,   2.29444E+00,   1.00818E-01
    9.30200E+02,   2.29160E+00,   1.01105E-01
    9.30300E+02,   2.28930E+00,   1.01337E-01
    9.30400E+02,   2.28652E+00,   1.01620E-01
    9.30500E+02,   2.28415E+00,   1.01861E-01
    9.30600E+02,   2.28197E+00,   1.02082E-01
    9.30700E+02,   2.28004E+00,   1.02280E-01
    9.30800E+02,   2.27808E+00,   1.02480E-01
    9.30900E+02,   2.27625E+00,   1.02669E-01
    9.31000E+02,   2.27464E+00,   1.02833E-01
    9.31100E+02,   2.27315E+00,   1.02987E-01
    9.31200E+02,   2.27181E+00,   1.03126E-01
    9.31300E+02,   2.27073E+00,   1.03237E-01
    9.31400E+02,   2.27014E+00,   1.03298E-01
    9.31500E+02,   2.27034E+00,   1.03277E-01
    9.31600E+02,   2.27654E+00,   1.02639E-01
    9.31700E+02,   2.27201E+00,   1.03104E-01
    9.31800E+02,   2.26818E+00,   1.03500E-01
    9.31900E+02,   2.26733E+00,   1.03588E-01
    9.32000E+02,   2.26769E+00,   1.03552E-01
    9.32100E+02,   2.26855E+00,   1.03462E-01
    9.32200E+02,   2.26984E+00,   1.03329E-01
    9.32300E+02,   2.27464E+00,   1.02834E-01
    9.32400E+02,   2.29710E+00,   1.00550E-01
    9.32500E+02,   2.27915E+00,   1.02371E-01
    9.32600E+02,   2.28265E+00,   1.02014E-01
    9.32700E+02,   2.29222E+00,   1.01042E-01
    9.32800E+02,   2.30896E+00,   9.93648E-02
    9.32900E+02,   2.34253E+00,   9.60840E-02
    9.33000E+02,   2.43308E+00,   8.77658E-02
    9.33100E+02,   2.85629E+00,   5.74814E-02
    9.33200E+02,   2.88853E+00,   5.56577E-02
    9.33300E+02,   2.46231E+00,   8.52382E-02
    9.33400E+02,   2.34881E+00,   9.54827E-02
    9.33500E+02,   2.31013E+00,   9.92480E-02
    9.33600E+02,   2.29427E+00,   1.00835E-01
    9.33700E+02,   2.28185E+00,   1.02095E-01
    9.33800E+02,   2.27510E+00,   1.02787E-01
    9.33900E+02,   2.27086E+00,   1.03223E-01
    9.34000E+02,   2.26848E+00,   1.03470E-01
    9.34100E+02,   2.26714E+00,   1.03608E-01
    9.34200E+02,   2.26563E+00,   1.03765E-01
    9.34300E+02,   2.26461E+00,   1.03871E-01
    9.34400E+02,   2.26425E+00,   1.03908E-01
    9.34500E+02,   2.26417E+00,   1.03916E-01
    9.34600E+02,   2.26427E+00,   1.03906E-01
    9.34700E+02,   2.26468E+00,   1.03864E-01
    9.34800E+02,   2.26569E+00,   1.03759E-01
    9.34900E+02,   2.26560E+00,   1.03768E-01
    9.35000E+02,   2.26640E+00,   1.03685E-01
    9.35100E+02,   2.26742E+00,   1.03579E-01
    9.35200E+02,   2.26782E+00,   1.03538E-01
    9.35300E+02,   2.26878E+00,   1.03439E-01
    9.35400E+02,   2.27005E+00,   1.03307E-01
    9.35500E+02,   2.27078E+00,   1.03232E-01
    9.35600E+02,   2.27196E+00,   1.03110E-01
    9.35700E+02,   2.27322E+00,   1.02980E-01
    9.35800E+02,   2.27458E+00,   1.02840E-01
    9.35900E+02,   2.27636E+00,   1.02658E-01
    9.36000E+02,   2.28288E+00,   1.01990E-01
    9.36100E+02,   2.27975E+00,   1.02309E-01
    9.36200E+02,   2.28058E+00,   1.02225E-01
    9.36300E+02,   2.28212E+00,   1.02068E-01
    9.36400E+02,   2.28376E+00,   1.01900E-01
    9.36500E+02,   2.28566E+00,   1.01707E-01
    9.36600E+02,   2.28775E+00,   1.01494E-01
    9.36700E+02,   2.29173E+00,   1.01091E-01
    9.36800E+02,   2.29261E+00,   1.01003E-01
    9.36900E+02,   2.29579E+00,   1.00682E-01
    9.37000E+02,   2.30011E+00,   1.00248E-01
    9.37100E+02,   2.31202E+00,   9.90609E-02
    9.37200E+02,   2.34630E+00,   9.57224E-02
    9.37300E+02,   2.31075E+00,   9.91872E-02
    9.37400E+02,   2.30739E+00,   9.95206E-02
    9.37500E+02,   2.30709E+00,   9.95501E-02
    9.37600E+02,   2.30834E+00,   9.94262E-02
    9.37700E+02,   2.31008E+00,   9.92530E-02
    9.37800E+02,   2.31204E+00,   9.90588E-02
    9.37900E+02,   2.31439E+00,   9.88265E-02
    9.38000E+02,   2.31663E+00,   9.86055E-02
    9.38100E+02,   2.31890E+00,   9.83821E-02
    9.38200E+02,   2.32130E+00,   9.81456E-02
    9.38300E+02,   2.32373E+00,   9.79076E-02
    9.38400E+02,   2.32628E+00,   9.76581E-02
    9.38500E+02,   2.32898E+00,   9.73952E-02
    9.38600E+02,   2.33207E+00,   9.70942E-02
    9.38700E+02,   2.33405E+00,   9.69025E-02
    9.38800E+02,   2.33671E+00,   9.66452E-02
    9.38900E+02,   2.33927E+00,   9.63983E-02
    9.39000E+02,   2.34204E+00,   9.61309E-02
    9.39100E+02,   2.34545E+00,   9.58040E-02
    9.39200E+02,   2.34785E+00,   9.55742E-02
    9.39300E+02,   2.35069E+00,   9.53033E-02
    9.39400E+02,   2.35343E+00,   9.50423E-02
    9.39500E+02,   2.35628E+00,   9.47720E-02
    9.39600E+02,   2.35949E+00,   9.44685E-02
    9.39700E+02,   2.36293E+00,   9.41439E-02
    9.39800E+02,   2.36853E+00,   9.36186E-02
    9.39900E+02,   2.37682E+00,   9.28455E-02
    9.40000E+02,   2.37331E+00,   9.31714E-02
    9.40100E+02,   2.37507E+00,   9.30080E-02
    9.40200E+02,   2.37794E+00,   9.27413E-02
    9.40300E+02,   2.38109E+00,   9.24500E-02
    9.40400E+02,   2.38469E+00,   9.21174E-02
    9.40500E+02,   2.38815E+00,   9.17990E-02
    9.40600E+02,   2.39105E+00,   9.15338E-02
    9.40700E+02,   2.39438E+00,   9.12295E-02
    9.40800E+02,   2.39847E+00,   9.08573E-02
    9.40900E+02,   2.40172E+00,   9.05619E-02
    9.41000E+02,   2.40579E+00,   9.01942E-02
    9.41100E+02,   2.40920E+00,   8.98868E-02
    9.41200E+02,   2.41275E+00,   8.95687E-02
    9.41300E+02,   2.41634E+00,   8.92474E-02
    9.41400E+02,   2.42045E+00,   8.88817E-02
    9.41500E+02,   2.42425E+00,   8.85444E-02
    9.41600E+02,   2.42771E+00,   8.82390E-02
    9.41700E+02,   2.43156E+00,   8.78999E-02
    9.41800E+02,   2.43587E+00,   8.75212E-02
    9.41900E+02,   2.44018E+00,   8.71455E-02
    9.42000E+02,   2.44382E+00,   8.68287E-02
    9.42100E+02,   2.44825E+00,   8.64451E-02
    9.42200E+02,   2.45286E+00,   8.60473E-02
    9.42300E+02,   2.45638E+00,   8.57447E-02
    9.42400E+02,   2.46104E+00,   8.53463E-02
    9.42500E+02,   2.46564E+00,   8.49543E-02
    9.42600E+02,   2.47014E+00,   8.45728E-02
    9.42700E+02,   2.47783E+00,   8.39252E-02
    9.42800E+02,   2.47915E+00,   8.38141E-02
    9.42900E+02,   2.48458E+00,   8.33608E-02
    9.43000E+02,   2.48893E+00,   8.29991E-02
    9.43100E+02,   2.49381E+00,   8.25948E-02
    9.43200E+02,   2.49924E+00,   8.21471E-02
    9.43300E+02,   2.50561E+00,   8.16257E-02
    9.43400E+02,   2.51927E+00,   8.05182E-02
    9.43500E+02,   2.51769E+00,   8.06460E-02
    9.43600E+02,   2.51837E+00,   8.05911E-02
    9.43700E+02,   2.52259E+00,   8.02512E-02
    9.43800E+02,   2.52872E+00,   7.97612E-02
    9.43900E+02,   2.53260E+00,   7.94524E-02
    9.44000E+02,   2.53781E+00,   7.90389E-02
    9.44100E+02,   2.54335E+00,   7.86024E-02
    9.44200E+02,   2.54903E+00,   7.81577E-02
    9.44300E+02,   2.55490E+00,   7.76999E-02
    9.44400E+02,   2.56084E+00,   7.72396E-02
    9.44500E+02,   2.56726E+00,   7.67453E-02
    9.44600E+02,   2.57428E+00,   7.62086E-02
    9.44700E+02,   2.58303E+00,   7.55448E-02
    9.44800E+02,   2.59915E+00,   7.43369E-02
    9.44900E+02,   2.69387E+00,   6.76189E-02
    9.45000E+02,   2.61144E+00,   7.34290E-02
    9.45100E+02,   2.60414E+00,   7.39668E-02
    9.45200E+02,   2.60523E+00,   7.38859E-02
    9.45300E+02,   2.60859E+00,   7.36383E-02
    9.45400E+02,   2.61308E+00,   7.33081E-02
    9.45500E+02,   2.61697E+00,   7.30238E-02
    9.45600E+02,   2.62136E+00,   7.27040E-02
    9.45700E+02,   2.62603E+00,   7.23651E-02
    9.45800E+02,   2.63093E+00,   7.20118E-02
    9.45900E+02,   2.63589E+00,   7.16553E-02
    9.46000E+02,   2.64094E+00,   7.12940E-02
    9.46100E+02,   2.64617E+00,   7.09222E-02
    9.46200E+02,   2.65154E+00,   7.05425E-02
    9.46300E+02,   2.65698E+00,   7.01600E-02
    9.46400E+02,   2.66257E+00,   6.97687E-02
    9.46500E+02,   2.66820E+00,   6.93768E-02
    9.46600E+02,   2.67399E+00,   6.89763E-02
    9.46700E+02,   2.67986E+00,   6.85726E-02
    9.46800E+02,   2.68580E+00,   6.81669E-02
    9.46900E+02,   2.69182E+00,   6.77574E-02
    9.47000E+02,   2.69809E+00,   6.73340E-02
    9.47100E+02,   2.70442E+00,   6.69089E-02
    9.47200E+02,   2.71080E+00,   6.64833E-02
    9.47300E+02,   2.71729E+00,   6.60537E-02
    9.47400E+02,   2.72418E+00,   6.56002E-02
    9.47500E+02,   2.73213E+00,   6.50802E-02
    9.47600E+02,   2.73784E+00,   6.47097E-02
    9.47700E+02,   2.74483E+00,   6.42592E-02
    9.47800E+02,   2.75215E+00,   6.37907E-02
    9.47900E+02,   2.76007E+00,   6.32873E-02
    9.48000E+02,   2.76765E+00,   6.28094E-02
    9.48100E+02,   2.77614E+00,   6.22782E-02
    9.48200E+02,   2.78536E+00,   6.17066E-02
    9.48300E+02,   2.79586E+00,   6.10621E-02
    9.48400E+02,   2.80855E+00,   6.02924E-02
    9.48500E+02,   2.82596E+00,   5.92516E-02
    9.48600E+02,   2.85234E+00,   5.77090E-02
    9.48700E+02,   2.90751E+00,   5.46117E-02
    9.48800E+02,   3.12933E+00,   4.37471E-02
    9.48900E+02,   3.14097E+00,   4.32408E-02
    9.49000E+02,   2.93038E+00,   5.33767E-02
    9.49100E+02,   2.88879E+00,   5.56438E-02
    9.49200E+02,   2.87737E+00,   5.62824E-02
    9.49300E+02,   2.87589E+00,   5.63661E-02
    9.49400E+02,   2.87853E+00,   5.62172E-02
    9.49500E+02,   2.88335E+00,   5.59472E-02
    9.49600E+02,   2.88938E+00,   5.56108E-02
    9.49700E+02,   2.89632E+00,   5.52262E-02
    9.49800E+02,   2.90404E+00,   5.48012E-02
    9.49900E+02,   2.91222E+00,   5.43547E-02
    9.50000E+02,   2.92120E+00,   5.38691E-02
    9.50100E+02,   2.93094E+00,   5.33468E-02
    9.50200E+02,   2.94198E+00,   5.27610E-02
    9.50300E+02,   2.95533E+00,   5.20614E-02
    9.50400E+02,   2.97228E+00,   5.11867E-02
    9.50500E+02,   3.00021E+00,   4.97767E-02
    9.50600E+02,   3.06572E+00,   4.66202E-02
    9.50700E+02,   3.41944E+00,   3.27309E-02
    9.50800E+02,   3.14795E+00,   4.29399E-02
    9.50900E+02,   3.05270E+00,   4.72313E-02
    9.51000E+02,   3.03205E+00,   4.82167E-02
    9.51100E+02,   3.02957E+00,   4.83366E-02
    9.51200E+02,   3.03340E+00,   4.81517E-02
    9.51300E+02,   3.04188E+00,   4.77449E-02
    9.51400E+02,   3.05969E+00,   4.69023E-02
    9.51500E+02,   3.14077E+00,   4.32494E-02
    9.51600E+02,   3.07185E+00,   4.63355E-02
    9.51700E+02,   3.07300E+00,   4.62819E-02
    9.51800E+02,   3.07972E+00,   4.59720E-02
    9.51900E+02,   3.08815E+00,   4.55864E-02
    9.52000E+02,   3.09713E+00,   4.51787E-02
    9.52100E+02,   3.10657E+00,   4.47543E-02
    9.52200E+02,   3.11631E+00,   4.43203E-02
    9.52300E+02,   3.12641E+00,   4.38751E-02
    9.52400E+02,   3.13666E+00,   4.34275E-02
    9.52500E+02,   3.14731E+00,   4.29674E-02
    9.52600E+02,   3.15905E+00,   4.24662E-02
    9.52700E+02,   3.16854E+00,   4.20651E-02
    9.52800E+02,   3.17919E+00,   4.16193E-02
