 f1,f2,f3,lgn,   lgT,    lgZ, F_n2_10,F_n2_21,   F_c2, F_c1_10,F_c1_21, F_o1_10,F_o1_21,F_o1_op,F_o3_10,F_o3_21,   F_ha,   F_hb,   F_hg,  F_o3_32,F_o3_31,F_o3_43,F_o2_10,F_o2_20, F_n2_31,F_n2_32,  F_s2_a, F_s2_b,F_he1_a,F_he1_b,  F_n3
 F,F,ok,2.000, 3.500, -0.400,  -5.445, -4.841,  -4.485, -9.002, -9.930,  -6.627, -5.501, -7.510, -2.116, -2.156,  -1.549, -2.029, -2.366,  -4.329, -4.804, -7.515, -6.092, -6.198,  -5.924, -5.454,  -5.002, -5.092, -3.861, -3.416, -3.261
 F,F,ok,2.000, 4.000, -0.400,  -5.280, -4.751,  -4.441, -8.875, -9.815,  -6.122, -5.111, -4.642, -1.925, -2.010,  -1.720, -2.185, -2.515,  -1.524, -2.000, -3.722, -2.576, -2.707,  -3.983, -3.513,  -3.200, -3.315, -4.045, -3.611, -3.051
 F,F,ok,2.000, 4.500, -0.400,  -2.898, -2.430,  -1.947, -5.829, -6.774,  -5.322, -4.294, -3.732, -1.621, -1.701,  -1.004, -1.629, -2.010,  -0.672, -1.149, -1.916, -0.315, -0.452,  -1.926, -1.453,  -1.279, -1.396, -3.711, -3.096, -2.280
 F,F,ok,2.000, 5.000, -0.400,  -4.481, -4.049,  -3.395, -8.214, -9.155,  -7.711, -6.688, -6.555, -0.110, -0.116,  -1.559, -2.174, -2.576,  -0.157, -0.636, -1.144, -2.540, -2.676,  -4.070, -3.598,  -3.724, -3.838, -4.169, -3.608, -1.282
 F,F,ok,2.250, 1.500, -0.400,  -6.444, -7.008,  -5.991, -8.897, -9.368,  -7.931, -7.001,-10.410, -5.542, -6.466,  -1.182, -1.701, -2.052,  -8.431, -8.906, -8.987,-12.667,-12.641,  -7.148, -6.679,  -8.022, -7.469, -3.530, -3.066, -7.007
 F,F,ok,2.250, 2.000, -0.400,  -5.752, -5.316,  -5.006, -8.562, -9.260,  -7.702, -6.722,-10.177, -3.746, -4.371,  -1.159, -1.677, -2.027,  -7.888, -8.362, -8.500,-12.331,-12.244,  -7.077, -6.608,  -7.158, -6.957, -3.494, -3.031, -4.870
 F,F,ok,2.250, 2.500, -0.400,  -5.691, -4.958,  -4.939, -8.887, -9.747,  -7.359, -6.286,-10.098, -2.831, -2.802,  -1.164, -1.675, -2.023,  -7.138, -7.613, -7.825,-12.111,-12.059,  -7.164, -6.694,  -6.816, -6.779, -3.489, -3.027, -3.805
 F,F,ok,2.250, 3.000, -0.400,  -5.599, -4.825,  -4.694, -8.994, -9.912,  -6.877, -5.772,-10.020, -2.317, -2.181,  -1.204, -1.703, -2.046,  -6.683, -7.158, -7.405,-12.008,-12.005,  -7.195, -6.725,  -6.936, -6.953, -3.520, -3.064, -3.352
 F,F,ok,2.250, 3.500, -0.400,  -5.464, -4.739,  -4.465, -8.997, -9.938,  -6.393, -5.262, -7.265, -1.988, -1.908,  -1.299, -1.779, -2.116,  -4.074, -4.549, -7.170, -5.873, -5.935,  -5.672, -5.202,  -4.784, -4.830, -3.610, -3.166, -3.077
 F,F,ok,2.250, 4.000, -0.400,  -5.293, -4.630,  -4.420, -8.881, -9.832,  -5.926, -4.905, -4.425, -1.765, -1.755,  -1.470, -1.935, -2.265,  -1.273, -1.748, -3.470, -2.350, -2.451,  -3.736, -3.267,  -2.980, -3.064, -3.795, -3.359, -2.853
 F,F,ok,2.250, 4.500, -0.400,  -2.887, -2.284,  -1.900, -5.820, -6.777,  -5.090, -4.052, -3.483, -1.434, -1.444,  -0.755, -1.381, -1.761,  -0.419, -0.896, -1.663, -0.083, -0.198,  -1.676, -1.203,  -1.048, -1.145, -3.420, -2.769, -2.061
 F,F,ok,2.250, 5.000, -0.400,  -4.475, -3.908,  -3.374, -8.246, -9.199,  -7.508, -6.474, -6.314,  0.056,  0.117,  -1.320, -1.934, -2.336,   0.094, -0.385, -0.891, -2.306, -2.424,  -3.821, -3.349,  -3.492, -3.595, -3.892, -3.310, -1.084
 F,F,ok,2.500, 1.500, -0.400,  -6.425, -6.974,  -5.962, -8.827, -9.335,  -7.675, -6.747,-10.151, -5.500, -6.360,  -0.931, -1.451, -1.801,  -8.198, -8.673, -8.754,-12.538,-12.471,  -6.899, -6.429,  -7.922, -7.275, -3.279, -2.815, -6.941
 F,F,ok,2.500, 2.000, -0.400,  -5.738, -5.275,  -4.971, -8.493, -9.239,  -7.452, -6.474, -9.923, -3.713, -4.204,  -0.910, -1.428, -1.778,  -7.643, -8.118, -8.267,-12.182,-12.027,  -6.822, -6.353,  -7.019, -6.729, -3.245, -2.781, -4.786
 F,F,ok,2.500, 2.500, -0.400,  -5.698, -4.920,  -4.918, -8.858, -9.741,  -7.101, -6.026, -9.834, -2.791, -2.610,  -0.913, -1.425, -1.773,  -6.829, -7.304, -7.545,-11.944,-11.815,  -6.922, -6.452,  -6.656, -6.529, -3.238, -2.776, -3.691
 F,F,ok,2.500, 3.000, -0.400,  -5.619, -4.776,  -4.683, -8.983, -9.913,  -6.623, -5.512, -9.758, -2.265, -1.975,  -0.953, -1.452, -1.796,  -6.350, -6.825, -7.101,-11.823,-11.747,  -6.960, -6.491,  -6.753, -6.693, -3.269, -2.813, -3.220
 F,F,ok,2.500, 3.500, -0.400,  -5.493, -4.674,  -4.455, -8.997, -9.945,  -6.174, -5.033, -7.026, -1.904, -1.681,  -1.049, -1.530, -1.866,  -3.819, -4.294, -6.843, -5.672, -5.672,  -5.422, -4.952,  -4.584, -4.569, -3.360, -2.916, -2.923
 F,F,ok,2.500, 4.000, -0.400,  -5.314, -4.539,  -4.401, -8.876, -9.833,  -5.684, -4.646, -4.149, -1.646, -1.513,  -1.220, -1.685, -2.015,  -1.021, -1.497, -3.218, -2.130, -2.186,  -3.480, -3.010,  -2.761, -2.800, -3.543, -3.105, -2.683
 F,F,ok,2.500, 4.500, -0.400,  -2.881, -2.153,  -1.846, -5.791, -6.755,  -4.852, -3.795, -3.233, -1.279, -1.192,  -0.504, -1.131, -1.512,  -0.165, -0.641, -1.409,  0.138,  0.056,  -1.424, -0.951,  -0.828, -0.895, -3.118, -2.431, -1.846
 F,F,ok,2.500, 5.000, -0.400,  -4.499, -3.805,  -3.369, -8.277, -9.238,  -7.321, -6.267, -6.074,  0.198,  0.342,  -1.078, -1.692, -2.093,   0.346, -0.133, -0.638, -2.084, -2.172,  -3.572, -3.099,  -3.269, -3.353, -3.607, -3.000, -0.910
 F,F,ok,2.750, 1.500, -0.400,  -6.408, -6.948,  -5.934, -8.773, -9.308,  -7.422, -6.492, -9.890, -5.484, -6.292,  -0.681, -1.201, -1.551,  -7.971, -8.446, -8.525,-12.438,-12.339,  -6.655, -6.185,  -7.839, -7.118, -3.028, -2.564, -6.912
 F,F,ok,2.750, 2.000, -0.400,  -5.720, -5.241,  -4.932, -8.433, -9.210,  -7.189, -6.211, -9.653, -3.709, -4.091,  -0.660, -1.177, -1.527,  -7.412, -7.887, -8.045,-12.055,-11.842,  -6.567, -6.098,  -6.897, -6.535, -2.994, -2.530, -4.741
 F,F,ok,2.750, 2.500, -0.400,  -5.706, -4.900,  -4.905, -8.842, -9.738,  -6.880, -5.799, -9.604, -2.782, -2.464,  -0.665, -1.176, -1.524,  -6.536, -7.011, -7.278,-11.804,-11.600,  -6.678, -6.208,  -6.517, -6.310, -2.989, -2.527, -3.612
 F,F,ok,2.750, 3.000, -0.400,  -5.635, -4.748,  -4.676, -8.977, -9.914,  -6.388, -5.267, -9.511, -2.251, -1.808,  -0.703, -1.202, -1.546,  -6.040, -6.515, -6.822,-11.662,-11.506,  -6.721, -6.251,  -6.591, -6.451, -3.019, -2.562, -3.124
 F,F,ok,2.750, 3.500, -0.400,  -5.515, -4.632,  -4.446, -8.993, -9.945,  -5.943, -4.787, -6.765, -1.866, -1.486,  -0.799, -1.279, -1.616,  -3.563, -4.038, -6.541, -5.489, -5.412,  -5.170, -4.700,  -4.398, -4.313, -3.110, -2.665, -2.804
 F,F,ok,2.750, 4.000, -0.400,  -5.345, -4.486,  -4.395, -8.881, -9.842,  -5.496, -4.431, -3.906, -1.573, -1.295,  -0.970, -1.435, -1.765,  -0.769, -1.245, -2.966, -1.931, -1.924,  -3.231, -2.761,  -2.568, -2.547, -3.291, -2.850, -2.546
 F,F,ok,2.750, 4.500, -0.400,  -2.914, -2.085,  -1.832, -5.790, -6.757,  -4.661, -3.572, -2.981, -1.165, -0.953,  -0.252, -0.880, -1.262,   0.091, -0.385, -1.153,  0.342,  0.310,  -1.175, -0.702,  -0.629, -0.650, -2.813, -2.094, -1.679
 F,F,ok,2.750, 5.000, -0.400,  -4.536, -3.736,  -3.373, -8.308, -9.273,  -7.159, -6.070, -5.834,  0.312,  0.552,  -0.834, -1.448, -1.849,   0.597,  0.118, -0.385, -1.880, -1.921,  -3.323, -2.851,  -3.060, -3.113, -3.316, -2.686, -0.765
 F,F,ok,3.000, 1.500, -0.400,  -6.391, -6.926,  -5.905, -8.730, -9.282,  -7.172, -6.237, -9.629, -5.490, -6.261,  -0.431, -0.950, -1.301,  -7.752, -8.227, -8.303,-12.366,-12.246,  -6.422, -5.953,  -7.773, -6.999, -2.777, -2.313, -6.913
 F,F,ok,3.000, 2.000, -0.400,  -5.703, -5.214,  -4.897, -8.384, -9.181,  -6.944, -5.960, -9.396, -3.731, -4.034,  -0.411, -0.928, -1.278,  -7.196, -7.671, -7.834,-11.956,-11.699,  -6.317, -5.847,  -6.796, -6.382, -2.744, -2.280, -4.733
 F,F,ok,3.000, 2.500, -0.400,  -5.704, -4.882,  -4.885, -8.818, -9.723,  -6.638, -5.545, -9.347, -2.789, -2.361,  -0.414, -0.926, -1.274,  -6.259, -6.734, -7.022,-11.684,-11.417,  -6.435, -5.965,  -6.400, -6.130, -2.738, -2.276, -3.560
 F,F,ok,3.000, 3.000, -0.400,  -5.647, -4.733,  -4.673, -8.974, -9.916,  -6.174, -5.037, -9.276, -2.264, -1.685,  -0.454, -0.953, -1.296,  -5.755, -6.230, -6.564,-11.524,-11.293,  -6.481, -6.011,  -6.450, -6.240, -2.768, -2.312, -3.058
 F,F,ok,3.000, 3.500, -0.400,  -5.539, -4.614,  -4.447, -8.999, -9.954,  -5.776, -4.595, -6.545, -1.864, -1.333,  -0.549, -1.030, -1.366,  -3.308, -3.783, -6.268, -5.331, -5.172,  -4.927, -4.457,  -4.240, -4.082, -2.860, -2.414, -2.720
 F,F,ok,3.000, 4.000, -0.400,  -5.369, -4.453,  -4.391, -8.887, -9.850,  -5.327, -4.220, -3.651, -1.545, -1.111,  -0.720, -1.185, -1.515,  -0.517, -0.993, -2.713, -1.752, -1.669,  -2.981, -2.511,  -2.394, -2.302, -3.038, -2.591, -2.445
 F,F,ok,3.000, 4.500, -0.400,  -2.938, -2.035,  -1.818, -5.785, -6.755,  -4.494, -3.357, -2.727, -1.092, -0.737,   0.003, -0.628, -1.010,   0.348, -0.128, -0.895,  0.522,  0.557,  -0.928, -0.455,  -0.456, -0.416, -2.512, -1.767, -1.542
 F,F,ok,3.000, 5.000, -0.400,  -4.573, -3.694,  -3.382, -8.339, -9.307,  -7.028, -5.887, -5.592,  0.394,  0.739,  -0.588, -1.202, -1.602,   0.849,  0.370, -0.132, -1.699, -1.677,  -3.076, -2.604,  -2.871, -2.878, -3.027, -2.376, -0.653
 F,F,ok,3.250, 1.500, -0.400,  -6.373, -6.906,  -5.875, -8.694, -9.255,  -6.930, -5.985, -9.367, -5.515, -6.260,  -0.180, -0.700, -1.050,  -7.546, -8.021, -8.089,-12.319,-12.184,  -6.208, -5.738,  -7.722, -6.914, -2.527, -2.062, -6.939
 F,F,ok,3.250, 2.000, -0.400,  -5.681, -5.187,  -4.858, -8.335, -9.143,  -6.688, -5.693, -9.118, -3.772, -4.022,  -0.159, -0.677, -1.027,  -6.997, -7.472, -7.636,-11.880,-11.594,  -6.078, -5.608,  -6.714, -6.264, -2.492, -2.028, -4.756
 F,F,ok,3.250, 2.500, -0.400,  -5.698, -4.867,  -4.864, -8.794, -9.703,  -6.401, -5.291, -9.083, -2.804, -2.295,  -0.164, -0.676, -1.023,  -5.997, -6.472, -6.774,-11.589,-11.275,  -6.198, -5.728,  -6.304, -5.990, -2.487, -2.024, -3.531
 F,F,ok,3.250, 3.000, -0.400,  -5.660, -4.729,  -4.675, -8.978, -9.922,  -6.004, -4.841, -9.068, -2.289, -1.600,  -0.205, -0.704, -1.047,  -5.487, -5.962, -6.319,-11.413,-11.120,  -6.243, -5.774,  -6.333, -6.069, -2.519, -2.062, -3.017
 F,F,ok,3.250, 3.500, -0.400,  -5.547, -4.595,  -4.442, -8.995, -9.951,  -5.578, -4.361, -6.269, -1.886, -1.220,  -0.299, -0.779, -1.116,  -3.054, -3.529, -6.018, -5.190, -4.954,  -4.679, -4.210,  -4.093, -3.872, -2.608, -2.162, -2.664
 F,F,ok,3.250, 4.000, -0.400,  -5.384, -4.431,  -4.387, -8.892, -9.855,  -5.176, -4.011, -3.381, -1.551, -0.967,  -0.469, -0.934, -1.264,  -0.266, -0.741, -2.460, -1.594, -1.428,  -2.732, -2.262,  -2.241, -2.076, -2.785, -2.331, -2.376
 F,F,ok,3.250, 4.500, -0.400,  -2.909, -1.957,  -1.762, -5.743, -6.713,  -4.319, -3.118, -2.433, -1.054, -0.549,   0.290, -0.335, -0.714,   0.608,  0.131, -0.635,  0.747,  0.861,  -0.639, -0.166,  -0.268, -0.157, -2.164, -1.411, -1.405
 F,F,ok,3.250, 5.000, -0.400,  -4.605, -3.670,  -3.396, -8.372, -9.341,  -6.931, -5.723, -5.349,  0.444,  0.898,  -0.340, -0.954, -1.355,   1.100,  0.621,  0.121, -1.547, -1.447,  -2.831, -2.358,  -2.708, -2.655, -2.746, -2.080, -0.573
 F,F,ok,3.500, 1.500, -0.400,  -6.368, -6.899,  -5.860, -8.683, -9.249,  -6.744, -5.779, -9.155, -5.565, -6.288,   0.059, -0.460, -0.810,  -7.361, -7.836, -7.891,-12.303,-12.159,  -6.023, -5.554,  -7.693, -6.866, -2.287, -1.822, -6.993
 F,F,ok,3.500, 2.000, -0.400,  -5.659, -5.162,  -4.822, -8.289, -9.104,  -6.447, -5.432, -8.842, -3.834, -4.049,   0.091, -0.426, -0.776,  -6.818, -7.293, -7.454,-11.827,-11.523,  -5.858, -5.389,  -6.651, -6.179, -2.241, -1.776, -4.805
 F,F,ok,3.500, 2.500, -0.400,  -5.694, -4.857,  -4.846, -8.774, -9.686,  -6.199, -5.061, -8.838, -2.821, -2.257,   0.085, -0.426, -0.774,  -5.746, -6.221, -6.530,-11.520,-11.174,  -5.971, -5.502,  -6.232, -5.889, -2.237, -1.773, -3.516
 F,F,ok,3.500, 3.000, -0.400,  -5.663, -4.722,  -4.671, -8.974, -9.920,  -5.817, -4.616, -8.816, -2.315, -1.545,   0.045, -0.454, -0.797,  -5.231, -5.706, -6.077,-11.323,-10.984,  -6.013, -5.543,  -6.238, -5.936, -2.267, -1.810, -2.992
 F,F,ok,3.500, 3.500, -0.400,  -5.552, -4.586,  -4.440, -8.995, -9.952,  -5.425, -4.160, -6.005, -1.918, -1.143,  -0.048, -0.529, -0.865,  -2.802, -3.277, -5.777, -5.072, -4.774,  -4.439, -3.970,  -3.971, -3.700, -2.357, -1.910, -2.629
 F,F,ok,3.500, 4.000, -0.400,  -5.403, -4.428,  -4.394, -8.913, -9.876,  -5.122, -3.885, -3.167, -1.579, -0.863,  -0.220, -0.685, -1.015,  -0.014, -0.490, -2.205, -1.464, -1.221,  -2.495, -2.025,  -2.123, -1.894, -2.531, -2.070, -2.331
 F,F,ok,3.500, 4.500, -0.400,  -2.926, -1.943,  -1.763, -5.754, -6.724,  -4.227, -2.949, -2.212, -1.053, -0.406,   0.522, -0.117, -0.500,   0.863,  0.386, -0.379,  0.802,  0.999,  -0.438,  0.035,  -0.195, -0.011, -1.935, -1.162, -1.339
 F,F,ok,3.500, 5.000, -0.400,  -4.629, -3.660,  -3.412, -8.409, -9.378,  -6.867, -5.581, -5.105,  0.460,  1.027,  -0.091, -0.705, -1.106,   1.351,  0.872,  0.375, -1.426, -1.241,  -2.589, -2.117,  -2.576, -2.453, -2.475, -1.799, -0.522
 F,F,ok,3.750, 1.500, -0.400,  -6.351, -6.881,  -5.831, -8.653, -9.222,  -6.531, -5.536, -8.888, -5.627, -6.339,   0.310, -0.209, -0.559,  -7.199, -7.673, -7.707,-12.284,-12.136,  -5.870, -5.400,  -7.665, -6.825, -2.035, -1.570, -7.066
 F,F,ok,3.750, 2.000, -0.400,  -5.646, -5.147,  -4.797, -8.260, -9.078,  -6.272, -5.223, -8.616, -3.919, -4.114,   0.336, -0.181, -0.531,  -6.666, -7.141, -7.292,-11.799,-11.483,  -5.668, -5.199,  -6.608, -6.124, -1.995, -1.530, -4.884
 F,F,ok,3.750, 2.500, -0.400,  -5.685, -4.845,  -4.823, -8.748, -9.661,  -6.008, -4.828, -8.577, -2.837, -2.239,   0.335, -0.177, -0.524,  -5.506, -5.981, -6.289,-11.472,-11.105,  -5.763, -5.294,  -6.181, -5.820, -1.986, -1.522, -3.510
 F,F,ok,3.750, 3.000, -0.400,  -5.663, -4.718,  -4.669, -8.970, -9.916,  -5.659, -4.408, -8.561, -2.336, -1.512,   0.295, -0.204, -0.548,  -4.981, -5.456, -5.835,-11.257,-10.887,  -5.795, -5.325,  -6.168, -5.842, -2.016, -1.557, -2.977
 F,F,ok,3.750, 3.500, -0.400,  -5.560, -4.585,  -4.442, -9.001, -9.958,  -5.334, -4.011, -5.765, -1.949, -1.094,   0.201, -0.279, -0.616,  -2.551, -3.027, -5.538, -4.980, -4.636,  -4.212, -3.743,  -3.879, -3.573, -2.106, -1.658, -2.607
 F,F,ok,3.750, 4.000, -0.400,  -5.406, -4.418,  -4.391, -8.920, -9.883,  -5.032, -3.718, -2.887, -1.614, -0.794,   0.031, -0.434, -0.764,   0.235, -0.240, -1.950, -1.350, -1.045,  -2.254, -1.784,  -2.016, -1.738, -2.277, -1.808, -2.304
 F,F,ok,3.750, 4.500, -0.400,  -2.924, -1.923,  -1.752, -5.759, -6.727,  -4.153, -2.797, -1.954, -1.069, -0.301,   0.783,  0.139, -0.244,   1.118,  0.642, -0.121,  0.901,  1.173,  -0.200,  0.273,  -0.109,  0.139, -1.663, -0.884, -1.285
 F,F,ok,3.750, 5.000, -0.400,  -4.649, -3.659,  -3.429, -8.452, -9.420,  -6.830, -5.468, -4.860,  0.450,  1.126,   0.160, -0.456, -0.857,   1.601,  1.122,  0.628, -1.333, -1.070,  -2.353, -1.880,  -2.477, -2.282, -2.214, -1.532, -0.492
 F,F,ok,4.000, 1.500, -0.400,  -6.335, -6.864,  -5.805, -8.626, -9.196,  -6.344, -5.305, -8.620, -5.711, -6.415,   0.561,  0.042, -0.308,  -7.073, -7.548, -7.544,-12.274,-12.122,  -5.754, -5.284,  -7.644, -6.796, -1.782, -1.317, -7.163
 F,F,ok,4.000, 2.000, -0.400,  -5.627, -5.127,  -4.766, -8.219, -9.040,  -6.075, -4.978, -8.334, -4.023, -4.205,   0.587,  0.070, -0.280,  -6.546, -7.021, -7.151,-11.776,-11.454,  -5.514, -5.044,  -6.572, -6.080, -1.743, -1.277, -4.985
 F,F,ok,4.000, 2.500, -0.400,  -5.677, -4.836,  -4.802, -8.726, -9.640,  -5.869, -4.632, -8.339, -2.853, -2.234,   0.583,  0.071, -0.276,  -5.277, -5.752, -6.050,-11.441,-11.063,  -5.581, -5.112,  -6.146, -5.775, -1.736, -1.272, -3.512
 F,F,ok,4.000, 3.000, -0.400,  -5.663, -4.714,  -4.666, -8.966, -9.913,  -5.534, -4.220, -8.303, -2.350, -1.492,   0.544,  0.046, -0.298,  -4.738, -5.213, -5.591,-11.212,-10.824,  -5.597, -5.127,  -6.120, -5.779, -1.764, -1.305, -2.969
 F,F,ok,4.000, 3.500, -0.400,  -5.563, -4.582,  -4.443, -9.004, -9.961,  -5.256, -3.872, -5.506, -1.972, -1.063,   0.451, -0.029, -0.366,  -2.304, -2.779, -5.295, -4.910, -4.537,  -3.996, -3.526,  -3.809, -3.481, -1.854, -1.406, -2.594
 F,F,ok,4.000, 4.000, -0.400,  -5.416, -4.420,  -4.396, -8.940, -9.904,  -5.022, -3.636, -2.660, -1.645, -0.750,   0.281, -0.184, -0.514,   0.484,  0.008, -1.693, -1.264, -0.914,  -2.030, -1.560,  -1.945, -1.633, -2.024, -1.549, -2.287
 F,F,ok,4.000, 4.500, -0.400,  -2.940, -1.929,  -1.761, -5.785, -6.752,  -4.117, -2.691, -1.694, -1.097, -0.233,   1.046,  0.396,  0.013,   1.371,  0.894,  0.137,  0.977,  1.307,   0.031,  0.505,  -0.047,  0.250, -1.400, -0.616, -1.262
 F,F,ok,4.000, 5.000, -0.400,  -4.668, -3.666,  -3.449, -8.500, -9.467,  -6.810, -5.385, -4.617,  0.411,  1.199,   0.412, -0.206, -0.608,   1.850,  1.371,  0.882, -1.266, -0.938,  -2.124, -1.651,  -2.407, -2.149, -1.961, -1.275, -0.476
 F,F,ok,4.250, 1.500, -0.400,  -6.327, -6.856,  -5.788, -8.612, -9.182,  -6.204, -5.103, -8.368, -5.825, -6.522,   0.809,  0.290, -0.060,  -6.997, -7.472, -7.410,-12.273,-12.119,  -5.673, -5.204,  -7.631, -6.780, -1.533, -1.067, -7.289
 F,F,ok,4.250, 2.000, -0.400,  -5.611, -5.111,  -4.741, -8.182, -9.004,  -5.908, -4.746, -8.047, -4.151, -4.327,   0.838,  0.321, -0.028,  -6.467, -6.942, -7.037,-11.761,-11.435,  -5.399, -4.929,  -6.546, -6.049, -1.490, -1.023, -5.112
 F,F,ok,4.250, 2.500, -0.400,  -5.665, -4.822,  -4.774, -8.695, -9.609,  -5.746, -4.439, -8.081, -2.870, -2.238,   0.832,  0.321, -0.027,  -5.063, -5.538, -5.814,-11.418,-11.033,  -5.430, -4.960,  -6.119, -5.742, -1.486, -1.021, -3.519
 F,F,ok,4.250, 3.000, -0.400,  -5.666, -4.715,  -4.667, -8.967, -9.914,  -5.466, -4.088, -8.073, -2.360, -1.481,   0.793,  0.294, -0.049,  -4.502, -4.977, -5.345,-11.185,-10.786,  -5.426, -4.956,  -6.090, -5.740, -1.514, -1.054, -2.963
 F,F,ok,4.250, 3.500, -0.400,  -5.567, -4.584,  -4.445, -9.009, -9.967,  -5.221, -3.784, -5.265, -1.987, -1.045,   0.700,  0.220, -0.116,  -2.060, -2.536, -5.046, -4.864, -4.472,  -3.802, -3.332,  -3.764, -3.423, -1.603, -1.154, -2.587
 F,F,ok,4.250, 4.000, -0.400,  -5.418, -4.418,  -4.395, -8.952, -9.914,  -4.987, -3.543, -2.395, -1.669, -0.723,   0.531,  0.066, -0.264,   0.730,  0.254, -1.431, -1.198, -0.817,  -1.814, -1.344,  -1.888, -1.554, -1.771, -1.293, -2.277
 F,F,ok,4.250, 4.500, -0.400,  -2.953, -1.937,  -1.768, -5.812, -6.777,  -4.095, -2.615, -1.438, -1.122, -0.191,   1.307,  0.653,  0.269,   1.620,  1.143,  0.395,  1.032,  1.402,   0.252,  0.725,  -0.005,  0.325, -1.141, -0.355, -1.247
 F,F,ok,4.250, 5.000, -0.400,  -4.687, -3.679,  -3.471, -8.555, -9.520,  -6.800, -5.330, -4.377,  0.376,  1.249,   0.664,  0.044, -0.358,   2.098,  1.618,  1.138, -1.219, -0.844,  -1.907, -1.434,  -2.364, -2.057, -1.714, -1.027, -0.469
 F,F,ok,4.500, 1.500, -0.400,  -6.323, -6.852,  -5.777, -8.598, -9.170,  -6.088, -4.910, -8.102, -5.968, -6.663,   1.060,  0.542,  0.192,  -6.984, -7.459, -7.309,-12.274,-12.120,  -5.626, -5.156,  -7.626, -6.772, -1.279, -0.813, -7.445
 F,F,ok,4.500, 2.000, -0.400,  -5.608, -5.107,  -4.732, -8.161, -8.984,  -5.820, -4.580, -7.812, -4.311, -4.483,   1.084,  0.568,  0.218,  -6.441, -6.915, -6.952,-11.760,-11.432,  -5.322, -4.853,  -6.536, -6.036, -1.242, -0.776, -5.271
 F,F,ok,4.500, 2.500, -0.400,  -5.652, -4.809,  -4.745, -8.664, -9.579,  -5.671, -4.291, -7.842, -2.889, -2.251,   1.080,  0.569,  0.222,  -4.870, -5.344, -5.582,-11.403,-11.013,  -5.310, -4.841,  -6.099, -5.718, -1.237, -0.771, -3.531
 F,F,ok,4.500, 3.000, -0.400,  -5.660, -4.709,  -4.660, -8.958, -9.905,  -5.389, -3.951, -7.804, -2.365, -1.474,   1.042,  0.544,  0.201,  -4.276, -4.751, -5.097,-11.165,-10.759,  -5.288, -4.818,  -6.069, -5.714, -1.263, -0.802, -2.960
 F,F,ok,4.500, 3.500, -0.400,  -5.572, -4.587,  -4.448, -9.016, -9.973,  -5.218, -3.739, -5.037, -1.996, -1.034,   0.949,  0.469,  0.133,  -1.823, -2.298, -4.791, -4.836, -4.432,  -3.638, -3.168,  -3.738, -3.389, -1.353, -0.903, -2.581
 F,F,ok,4.500, 4.000, -0.400,  -5.426, -4.424,  -4.399, -8.970, -9.932,  -5.002, -3.515, -2.170, -1.684, -0.707,   0.780,  0.315, -0.015,   0.971,  0.496, -1.162, -1.156, -0.757,  -1.625, -1.155,  -1.859, -1.511, -1.520, -1.039, -2.272
 F,F,ok,4.500, 4.500, -0.400,  -2.965, -1.948,  -1.773, -5.837, -6.800,  -4.081, -2.563, -1.187, -1.140, -0.166,   1.566,  0.907,  0.524,   1.865,  1.388,  0.656,  1.068,  1.465,   0.454,  0.927,   0.020,  0.372, -0.887, -0.099, -1.236
 F,F,ok,4.500, 5.000, -0.400,  -4.710, -3.700,  -3.494, -8.610, -9.574,  -6.796, -5.298, -4.144,  0.349,  1.281,   0.915,  0.294, -0.108,   2.342,  1.862,  1.395, -1.190, -0.784,  -1.707, -1.234,  -2.340, -2.000, -1.472, -0.785, -0.468
 F,F,ok,4.750, 1.500, -0.400,  -6.343, -6.872,  -5.793, -8.617, -9.189,  -6.053, -4.792, -7.893, -6.157, -6.845,   1.300,  0.782,  0.433,  -7.046, -7.521, -7.251,-12.298,-12.144,  -5.610, -5.140,  -7.643, -6.788, -1.037, -0.570, -7.639
 F,F,ok,4.750, 2.000, -0.400,  -5.613, -5.112,  -4.732, -8.147, -8.970,  -5.763, -4.443, -7.578, -4.502, -4.672,   1.330,  0.814,  0.465,  -6.475, -6.950, -6.899,-11.767,-11.437,  -5.279, -4.810,  -6.540, -6.038, -0.995, -0.528, -5.461
 F,F,ok,4.750, 2.500, -0.400,  -5.627, -4.784,  -4.704, -8.615, -9.530,  -5.570, -4.123, -7.548, -2.911, -2.269,   1.331,  0.821,  0.474,  -4.705, -5.180, -5.355,-11.383,-10.992,  -5.218, -4.749,  -6.076, -5.694, -0.984, -0.518, -3.546
 F,F,ok,4.750, 3.000, -0.400,  -5.657, -4.705,  -4.654, -8.949, -9.897,  -5.352, -3.868, -7.558, -2.368, -1.470,   1.291,  0.793,  0.450,  -4.067, -4.542, -4.848,-11.151,-10.741,  -5.182, -4.712,  -6.051, -5.694, -1.012, -0.551, -2.957
 F,F,ok,4.750, 3.500, -0.400,  -5.569, -4.583,  -4.444, -9.012, -9.969,  -5.183, -3.675, -4.769, -2.000, -1.026,   1.199,  0.719,  0.383,  -1.595, -2.070, -4.530, -4.814, -4.404,  -3.500, -3.030,  -3.716, -3.362, -1.103, -0.653, -2.577
 F,F,ok,4.750, 4.000, -0.400,  -5.424, -4.423,  -4.396, -8.975, -9.937,  -4.969, -3.454, -1.900, -1.693, -0.698,   1.030,  0.565,  0.235,   1.206,  0.731, -0.883, -1.125, -0.715,  -1.457, -0.987,  -1.831, -1.476, -1.270, -0.786, -2.268
