 f1,f2,f3,lgn,   lgT,    lgZ, F_n2_10,F_n2_21,   F_c2, F_c1_10,F_c1_21, F_o1_10,F_o1_21,F_o1_op,F_o3_10,F_o3_21,   F_ha,   F_hb,   F_hg,  F_o3_32,F_o3_31,F_o3_43,F_o2_10,F_o2_20, F_n2_31,F_n2_32,  F_s2_a, F_s2_b,F_he1_a,F_he1_b,  F_n3
 F,F,ok,5.500, 3.000, -0.300,  -5.463, -4.510,  -4.474, -8.754, -9.701,  -5.173, -3.623, -6.671, -2.274, -1.368,   2.036,  1.541,  1.200,  -3.523, -3.998, -4.022,-11.011,-10.598,  -4.832, -4.362,  -5.881, -5.524, -0.253,  0.208, -2.789
 F,F,ok,5.500, 3.500, -0.300,  -5.395, -4.408,  -4.290, -8.855, -9.813,  -5.068, -3.524, -3.942, -1.903, -0.916,   1.944,  1.466,  1.131,  -0.937, -1.412, -3.619, -4.681, -4.264,  -3.117, -2.647,  -3.585, -3.227, -0.346,  0.104, -2.405
 F,F,ok,5.500, 4.000, -0.300,  -5.269, -4.269,  -4.253, -8.855, -9.816,  -4.885, -3.338, -1.134, -1.605, -0.591,   1.776,  1.313,  0.984,   1.917,  1.442,  0.132, -0.987, -0.566,  -1.006, -0.536,  -1.707, -1.345, -0.514, -0.029, -2.097
 F,F,ok,5.500, 4.500, -0.300,  -2.863, -1.858,  -1.645, -5.881, -6.842,  -4.054, -2.500, -0.292, -1.078, -0.055,   2.523,  1.869,  1.487,   2.841,  2.364,  1.868,  1.218,  1.649,   1.122,  1.595,   0.137,  0.514,  0.119,  0.907, -1.033
 F,F,ok,5.500, 5.000, -0.300,  -4.706, -3.713,  -3.503, -8.775, -9.735,  -6.741, -5.277, -3.346,  0.376,  1.363,   1.891,  1.268,  0.866,   3.319,  2.839,  2.575, -1.101, -0.655,  -1.077, -0.604,  -2.289, -1.904, -0.554,  0.129, -0.340
 F,F,ok,5.750, 1.500, -0.300,  -6.506, -7.032,  -5.976, -8.816, -9.391,  -6.122, -4.646, -7.135, -6.717, -7.359,   2.234,  1.726,  1.382,  -7.363, -7.837, -6.877,-12.502,-12.352,  -5.671, -5.201,  -7.877, -7.014, -0.076,  0.392, -8.105
 F,F,ok,5.750, 2.000, -0.300,  -5.609, -5.108,  -4.746, -8.080, -8.904,  -5.615, -4.107, -6.570, -4.926, -5.093,   2.320,  1.810,  1.466,  -6.589, -7.064, -6.381,-11.808,-11.480,  -5.195, -4.726,  -6.664, -6.151,  0.004,  0.472, -5.818
 F,F,ok,5.750, 2.500, -0.300,  -5.403, -4.559,  -4.454, -8.328, -9.244,  -5.336, -3.765, -6.414, -2.918, -2.271,   2.326,  1.821,  1.478,  -4.294, -4.768, -4.396,-11.238,-10.846,  -4.870, -4.401,  -5.907, -5.524,  0.023,  0.490, -3.468
 F,F,ok,5.750, 3.000, -0.300,  -5.453, -4.500,  -4.460, -8.733, -9.681,  -5.160, -3.602, -6.420, -2.277, -1.370,   2.285,  1.791,  1.451,  -3.441, -3.916, -3.785,-10.998,-10.585,  -4.803, -4.333,  -5.866, -5.509, -0.002,  0.459, -2.789
 F,F,ok,5.750, 3.500, -0.300,  -5.391, -4.404,  -4.286, -8.849, -9.806,  -5.059, -3.511, -3.705, -1.903, -0.915,   2.193,  1.716,  1.381,  -0.814, -1.290, -3.343, -4.676, -4.259,  -3.087, -2.617,  -3.578, -3.219, -0.095,  0.355, -2.404
 F,F,ok,5.750, 4.000, -0.300,  -5.270, -4.271,  -4.253, -8.861, -9.822,  -4.889, -3.340, -0.944, -1.607, -0.591,   2.025,  1.562,  1.233,   2.067,  1.591,  0.446, -0.984, -0.561,  -0.966, -0.496,  -1.704, -1.341, -0.264,  0.221, -2.096
 F,F,ok,5.750, 4.500, -0.300,  -2.877, -1.876,  -1.651, -5.905, -6.865,  -4.063, -2.515, -0.138, -1.086, -0.064,   2.772,  2.118,  1.736,   3.005,  2.529,  2.165,  1.219,  1.651,   1.169,  1.643,   0.132,  0.509,  0.366,  1.155, -1.028
 F,F,ok,5.750, 5.000, -0.300,  -4.740, -3.751,  -3.528, -8.814, -9.774,  -6.742, -5.302, -3.235,  0.356,  1.341,   2.140,  1.516,  1.114,   3.487,  3.008,  2.863, -1.116, -0.669,  -1.039, -0.566,  -2.309, -1.924, -0.332,  0.347, -0.348
 F,F,ok,6.000, 1.500, -0.300,  -6.712, -7.234,  -6.182, -9.049, -9.624,  -6.316, -4.819, -7.151, -6.954, -7.564,   2.410,  1.907,  1.568,  -7.559, -8.034, -6.904,-12.697,-12.548,  -5.824, -5.354,  -8.068, -7.210,  0.096,  0.563, -8.312
 F,F,ok,6.000, 2.000, -0.300,  -5.707, -5.206,  -4.845, -8.164, -8.989,  -5.701, -4.173, -6.453, -5.071, -5.237,   2.557,  2.052,  1.710,  -6.700, -7.175, -6.311,-11.897,-11.570,  -5.272, -4.803,  -6.798, -6.279,  0.224,  0.692, -5.961
 F,F,ok,6.000, 2.500, -0.300,  -5.396, -4.553,  -4.439, -8.299, -9.215,  -5.324, -3.744, -6.174, -2.953, -2.306,   2.574,  2.073,  1.732,  -4.293, -4.768, -4.210,-11.233,-10.842,  -4.853, -4.384,  -5.905, -5.522,  0.273,  0.740, -3.499
 F,F,ok,6.000, 3.000, -0.300,  -5.448, -4.496,  -4.452, -8.719, -9.667,  -5.180, -3.617, -6.207, -2.283, -1.376,   2.532,  2.040,  1.702,  -3.390, -3.865, -3.557,-10.989,-10.576,  -4.781, -4.311,  -5.856, -5.499,  0.248,  0.710, -2.793
 F,F,ok,6.000, 3.500, -0.300,  -5.383, -4.396,  -4.279, -8.838, -9.796,  -5.030, -3.480, -3.463, -1.903, -0.914,   2.442,  1.966,  1.632,  -0.727, -1.202, -3.078, -4.670, -4.252,  -3.064, -2.594,  -3.568, -3.209,  0.156,  0.606, -2.403
 F,F,ok,6.000, 4.000, -0.300,  -5.270, -4.271,  -4.252, -8.865, -9.826,  -4.883, -3.333, -0.772, -1.608, -0.592,   2.274,  1.811,  1.483,   2.181,  1.705,  0.747, -0.981, -0.558,  -0.940, -0.470,  -1.699, -1.337, -0.014,  0.471, -2.095
 F,F,ok,6.000, 4.500, -0.300,  -2.888, -1.889,  -1.656, -5.928, -6.890,  -4.073, -2.532, -0.020, -1.093, -0.075,   3.020,  2.366,  1.985,   3.136,  2.659,  2.460,  1.218,  1.651,   1.198,  1.671,   0.125,  0.500,  0.614,  1.404, -1.022
 F,F,ok,6.000, 5.000, -0.300,  -4.772, -3.786,  -3.553, -8.854, -9.814,  -6.752, -5.332, -3.163,  0.335,  1.313,   2.388,  1.765,  1.363,   3.622,  3.143,  3.148, -1.137, -0.690,  -1.025, -0.553,  -2.334, -1.951, -0.114,  0.563, -0.358
 F,F,ok,0.000, 1.500, -0.400,  -7.420, -8.597,  -6.898,-10.652,-10.804, -10.224, -9.274,-12.713, -7.206, -8.412,  -3.434, -3.954, -4.304, -10.631,-11.106,-11.184,-14.650,-14.813,  -9.381, -8.912,  -9.816, -9.748, -5.782, -5.319, -8.800
 F,F,ok,0.000, 2.000, -0.400,  -6.611, -7.132,  -5.960,-10.288,-10.486, -10.014, -8.994,-12.499, -5.396, -6.784,  -3.409, -3.927, -4.277, -10.228,-10.702,-10.769,-14.371,-14.533,  -9.163, -8.693,  -9.137, -9.331, -5.745, -5.281, -6.737
 F,F,ok,0.000, 2.500, -0.400,  -6.459, -6.773,  -5.805,-10.004,-10.307,  -9.633, -8.535,-12.407, -4.534, -5.151,  -3.414, -3.926, -4.274,  -9.875,-10.349,-10.416,-14.202,-14.365,  -9.102, -8.633,  -8.873, -9.144, -5.739, -5.278, -5.777
 F,F,ok,0.000, 3.000, -0.400,  -6.502, -6.763,  -5.613, -9.704,-10.061,  -9.152, -8.040,-12.355, -4.117, -4.478,  -3.455, -3.954, -4.297,  -9.603,-10.078,-10.174,-14.146,-14.310,  -9.106, -8.636,  -9.063, -9.280, -5.771, -5.315, -5.378
 F,F,ok,0.000, 3.500, -0.400,  -6.598, -6.810,  -5.552, -9.500, -9.906,  -8.655, -7.530, -9.548, -3.907, -4.198,  -3.550, -4.030, -4.367,  -6.339, -6.814, -9.982, -8.051, -8.230,  -7.924, -7.454,  -6.961, -7.127, -5.861, -5.417, -5.161
 F,F,ok,0.000, 4.000, -0.400,  -6.567, -6.692,  -5.615, -9.310, -9.736,  -8.104, -7.105, -6.651, -3.781, -4.040,  -3.720, -4.185, -4.515,  -3.527, -4.002, -5.725, -4.549, -4.724,  -5.971, -5.501,  -5.170, -5.330, -6.045, -5.613, -4.973
 F,F,ok,0.000, 4.500, -0.400,  -4.232, -4.284,  -3.244, -6.237, -6.650,  -7.264, -6.249, -5.718, -3.523, -3.724,  -2.994, -3.621, -4.002,  -2.679, -3.156, -3.923, -2.291, -2.458,  -3.911, -3.438,  -3.251, -3.395, -5.786, -5.258, -4.221
 F,F,ok,0.000, 5.000, -0.400,  -5.830, -5.894,  -4.611, -8.534, -8.936,  -9.603, -8.584, -8.525, -1.885, -2.079,  -3.505, -4.125, -4.529,  -2.161, -2.641, -3.153, -4.518, -4.679,  -6.062, -5.590,  -5.685, -5.815, -6.212, -5.693, -3.196
 F,F,ok,0.250, 1.500, -0.400,  -7.210, -8.332,  -6.699,-10.412,-10.570,  -9.993, -9.044,-12.486, -6.967, -8.167,  -3.189, -3.708, -4.059, -10.385,-10.859,-10.937,-14.408,-14.568,  -9.135, -8.665,  -9.573, -9.501, -5.538, -5.074, -8.558
 F,F,ok,0.250, 2.000, -0.400,  -6.398, -6.831,  -5.750,-10.032,-10.243,  -9.760, -8.741,-12.244, -5.155, -6.530,  -3.159, -3.677, -4.027,  -9.977,-10.452,-10.519,-14.121,-14.281,  -8.924, -8.454,  -8.887, -9.077, -5.494, -5.031, -6.494
 F,F,ok,0.250, 2.500, -0.400,  -6.243, -6.485,  -5.599, -9.781,-10.114,  -9.378, -8.282,-12.150, -4.289, -4.898,  -3.164, -3.675, -4.023,  -9.611,-10.086,-10.154,-13.951,-14.113,  -8.868, -8.398,  -8.623, -8.892, -5.489, -5.027, -5.529
 F,F,ok,0.250, 3.000, -0.400,  -6.276, -6.488,  -5.401, -9.531, -9.938,  -8.900, -7.790,-12.097, -3.871, -4.227,  -3.205, -3.704, -4.047,  -9.334, -9.809, -9.907,-13.896,-14.059,  -8.868, -8.398,  -8.814, -9.028, -5.521, -5.065, -5.130
 F,F,ok,0.250, 3.500, -0.400,  -6.360, -6.542,  -5.325, -9.360, -9.839,  -8.389, -7.265, -9.283, -3.659, -3.948,  -3.299, -3.780, -4.116,  -6.089, -6.564, -9.716, -7.800, -7.978,  -7.672, -7.203,  -6.709, -6.874, -5.611, -5.166, -4.912
 F,F,ok,0.250, 4.000, -0.400,  -6.328, -6.437,  -5.385, -9.182, -9.691,  -7.857, -6.858, -6.404, -3.532, -3.789,  -3.470, -3.935, -4.265,  -3.277, -3.752, -5.475, -4.299, -4.474,  -5.723, -5.253,  -4.921, -5.081, -5.795, -5.363, -4.724
 F,F,ok,0.250, 4.500, -0.400,  -3.997, -4.033,  -3.010, -6.111, -6.604,  -7.015, -6.000, -5.470, -3.275, -3.473,  -2.745, -3.372, -3.753,  -2.429, -2.905, -3.673, -2.042, -2.208,  -3.661, -3.189,  -3.002, -3.145, -5.535, -5.006, -3.971
 F,F,ok,0.250, 5.000, -0.400,  -5.596, -5.644,  -4.380, -8.408, -8.887,  -9.354, -8.333, -8.274, -1.653, -1.827,  -3.255, -3.876, -4.280,  -1.911, -2.390, -2.903, -4.268, -4.429,  -5.812, -5.340,  -5.436, -5.565, -5.962, -5.442, -2.947
 F,F,ok,0.500, 1.500, -0.400,  -7.014, -8.060,  -6.516,-10.161,-10.330,  -9.736, -8.788,-12.228, -6.727, -7.922,  -2.938, -3.457, -3.808, -10.137,-10.612,-10.689,-14.159,-14.316,  -8.887, -8.418,  -9.329, -9.245, -5.286, -4.823, -8.318
 F,F,ok,0.500, 2.000, -0.400,  -6.208, -6.525,  -5.564, -9.778,-10.009,  -9.496, -8.480,-11.979, -4.918, -6.270,  -2.908, -3.426, -3.776,  -9.724,-10.199,-10.268,-13.871,-14.027,  -8.692, -8.223,  -8.638, -8.820, -5.243, -4.780, -6.252
 F,F,ok,0.500, 2.500, -0.400,  -6.050, -6.190,  -5.419, -9.576, -9.953,  -9.119, -8.026,-11.888, -4.048, -4.643,  -2.913, -3.425, -3.773,  -9.340, -9.815, -9.887,-13.702,-13.861,  -8.644, -8.174,  -8.374, -8.638, -5.239, -4.777, -5.283
 F,F,ok,0.500, 3.000, -0.400,  -6.067, -6.204,  -5.212, -9.384, -9.861,  -8.648, -7.539,-11.837, -3.626, -3.974,  -2.955, -3.454, -3.797,  -9.054, -9.529, -9.631,-13.647,-13.808,  -8.637, -8.168,  -8.564, -8.777, -5.271, -4.815, -4.882
 F,F,ok,0.500, 3.500, -0.400,  -6.135, -6.271,  -5.118, -9.248, -9.818,  -8.142, -7.019, -9.037, -3.413, -3.696,  -3.049, -3.530, -3.866,  -5.838, -6.314, -9.443, -7.551, -7.728,  -7.424, -6.954,  -6.460, -6.624, -5.361, -4.916, -4.663
 F,F,ok,0.500, 4.000, -0.400,  -6.097, -6.178,  -5.167, -9.081, -9.684,  -7.610, -6.612, -6.157, -3.285, -3.539,  -3.220, -3.685, -4.015,  -3.026, -3.502, -5.225, -4.050, -4.224,  -5.474, -5.004,  -4.672, -4.831, -5.546, -5.113, -4.475
 F,F,ok,0.500, 4.500, -0.400,  -3.772, -3.789,  -2.791, -6.017, -6.604,  -6.773, -5.757, -5.221, -3.027, -3.222,  -2.496, -3.123, -3.504,  -2.178, -2.655, -3.422, -1.792, -1.958,  -3.413, -2.940,  -2.752, -2.895, -5.284, -4.753, -3.725
 F,F,ok,0.500, 5.000, -0.400,  -5.366, -5.395,  -4.160, -8.308, -8.880,  -9.107, -8.084, -8.024, -1.417, -1.576,  -3.006, -3.627, -4.031,  -1.661, -2.140, -2.653, -4.018, -4.179,  -5.563, -5.090,  -5.186, -5.316, -5.711, -5.191, -2.698
 F,F,ok,0.750, 1.500, -0.400,  -6.846, -7.799,  -6.365, -9.916,-10.101,  -9.477, -8.530,-11.968, -6.494, -7.680,  -2.686, -3.206, -3.556,  -9.889,-10.364,-10.442,-13.913,-14.064,  -8.641, -8.172,  -9.091, -8.987, -5.035, -4.571, -8.081
 F,F,ok,0.750, 2.000, -0.400,  -6.056, -6.235,  -5.416, -9.542, -9.805,  -9.260, -8.247,-11.745, -4.688, -6.004,  -2.660, -3.178, -3.528,  -9.470, -9.944,-10.016,-13.627,-13.776,  -8.469, -8.000,  -8.394, -8.564, -4.996, -4.532, -6.016
 F,F,ok,0.750, 2.500, -0.400,  -5.891, -5.901,  -5.271, -9.395, -9.836,  -8.862, -7.772,-11.626, -3.812, -4.383,  -2.663, -3.175, -3.523,  -9.057, -9.532, -9.612,-13.453,-13.607,  -8.432, -7.962,  -8.127, -8.382, -4.988, -4.527, -5.039
 F,F,ok,0.750, 3.000, -0.400,  -5.883, -5.917,  -5.052, -9.264, -9.827,  -8.393, -7.288,-11.574, -3.386, -3.720,  -2.705, -3.204, -3.547,  -8.759, -9.234, -9.345,-13.398,-13.556,  -8.419, -7.949,  -8.316, -8.524, -5.021, -4.565, -4.636
 F,F,ok,0.750, 3.500, -0.400,  -5.929, -5.994,  -4.935, -9.164, -9.828,  -7.899, -6.777, -8.794, -3.169, -3.444,  -2.799, -3.280, -3.617,  -5.588, -6.063, -9.158, -7.302, -7.478,  -7.177, -6.707,  -6.213, -6.374, -5.111, -4.667, -4.416
 F,F,ok,0.750, 4.000, -0.400,  -5.877, -5.914,  -4.968, -9.003, -9.702,  -7.353, -6.354, -5.899, -3.039, -3.287,  -2.970, -3.435, -3.765,  -2.776, -3.252, -4.975, -3.800, -3.973,  -5.225, -4.755,  -4.421, -4.580, -5.296, -4.863, -4.227
 F,F,ok,0.750, 4.500, -0.400,  -3.571, -3.558,  -2.598, -5.960, -6.645,  -6.543, -5.526, -4.973, -2.781, -2.971,  -2.248, -2.873, -3.254,  -1.928, -2.404, -3.172, -1.542, -1.707,  -3.165, -2.692,  -2.504, -2.647, -5.032, -4.498, -3.489
 F,F,ok,0.750, 5.000, -0.400,  -5.146, -5.147,  -3.955, -8.234, -8.903,  -8.861, -7.839, -7.775, -1.181, -1.327,  -2.760, -3.380, -3.784,  -1.411, -1.890, -2.402, -3.769, -3.929,  -5.314, -4.841,  -4.938, -5.067, -5.460, -4.938, -2.450
 F,F,ok,1.000, 1.500, -0.400,  -6.713, -7.565,  -6.247, -9.682, -9.893,  -9.216, -8.270,-11.705, -6.271, -7.442,  -2.434, -2.954, -3.304,  -9.642,-10.117,-10.196,-13.671,-13.811,  -8.396, -7.926,  -8.861, -8.726, -4.783, -4.319, -7.851
 F,F,ok,1.000, 2.000, -0.400,  -5.936, -5.969,  -5.295, -9.309, -9.622,  -8.992, -7.983,-11.475, -4.466, -5.725,  -2.409, -2.926, -3.276,  -9.211, -9.685, -9.762,-13.381,-13.518,  -8.249, -7.780,  -8.148, -8.297, -4.744, -4.281, -5.783
 F,F,ok,1.000, 2.500, -0.400,  -5.773, -5.633,  -5.158, -9.241, -9.763,  -8.603, -7.518,-11.362, -3.585, -4.118,  -2.413, -2.924, -3.272,  -8.760, -9.235, -9.327,-13.207,-13.353,  -8.231, -7.761,  -7.883, -8.123, -4.738, -4.276, -4.798
 F,F,ok,1.000, 3.000, -0.400,  -5.735, -5.639,  -4.927, -9.171, -9.827,  -8.139, -7.036,-11.311, -3.153, -3.463,  -2.455, -2.954, -3.297,  -8.445, -8.920, -9.044,-13.151,-13.303,  -8.214, -7.744,  -8.069, -8.270, -4.771, -4.315, -4.393
 F,F,ok,1.000, 3.500, -0.400,  -5.746, -5.711,  -4.780, -9.100, -9.852,  -7.640, -6.519, -8.535, -2.930, -3.190,  -2.549, -3.030, -3.366,  -5.337, -5.813, -8.858, -7.053, -7.225,  -6.928, -6.458,  -5.963, -6.121, -4.861, -4.417, -4.171
 F,F,ok,1.000, 4.000, -0.400,  -5.682, -5.652,  -4.799, -8.953, -9.737,  -7.123, -6.124, -5.668, -2.796, -3.035,  -2.720, -3.185, -3.515,  -2.526, -3.002, -4.724, -3.553, -3.724,  -4.980, -4.510,  -4.176, -4.333, -5.046, -4.613, -3.981
 F,F,ok,1.000, 4.500, -0.400,  -3.366, -3.308,  -2.407, -5.908, -6.681,  -6.296, -5.279, -4.725, -2.536, -2.719,  -1.999, -2.625, -3.005,  -1.677, -2.154, -2.922, -1.293, -1.457,  -2.917, -2.444,  -2.256, -2.397, -4.778, -4.239, -3.241
 F,F,ok,1.000, 5.000, -0.400,  -4.943, -4.901,  -3.775, -8.187, -8.946,  -8.619, -7.598, -7.527, -0.947, -1.080,  -2.515, -3.135, -3.539,  -1.161, -1.640, -2.151, -3.520, -3.678,  -5.065, -4.592,  -4.691, -4.819, -5.208, -4.684, -2.205
 F,F,ok,1.250, 1.500, -0.400,  -6.620, -7.378,  -6.168, -9.477, -9.726,  -8.976, -8.033,-11.467, -6.067, -7.212,  -2.187, -2.707, -3.058,  -9.397, -9.872, -9.951,-13.442,-13.565,  -8.151, -7.682,  -8.649, -8.467, -4.536, -4.072, -7.634
 F,F,ok,1.250, 2.000, -0.400,  -5.858, -5.749,  -5.206, -9.100, -9.480,  -8.732, -7.729,-11.214, -4.261, -5.436,  -2.158, -2.676, -3.026,  -8.947, -9.422, -9.506,-13.143,-13.260,  -8.031, -7.561,  -7.916, -8.029, -4.494, -4.030, -5.559
 F,F,ok,1.250, 2.500, -0.400,  -5.699, -5.404,  -5.076, -9.117, -9.728,  -8.339, -7.259,-11.093, -3.373, -3.845,  -2.162, -2.674, -3.022,  -8.447, -8.922, -9.032,-12.965,-13.095,  -8.035, -7.565,  -7.644, -7.860, -4.487, -4.026, -4.565
 F,F,ok,1.250, 3.000, -0.400,  -5.633, -5.386,  -4.836, -9.104, -9.845,  -7.885, -6.783,-11.049, -2.931, -3.202,  -2.205, -2.704, -3.047,  -8.111, -8.586, -8.728,-12.906,-13.048,  -8.020, -7.550,  -7.825, -8.013, -4.521, -4.065, -4.156
 F,F,ok,1.250, 3.500, -0.400,  -5.596, -5.434,  -4.658, -9.051, -9.873,  -7.351, -6.230, -8.246, -2.699, -2.934,  -2.298, -2.779, -3.116,  -5.086, -5.562, -8.543, -6.804, -6.969,  -6.674, -6.204,  -5.711, -5.862, -4.610, -4.166, -3.930
 F,F,ok,1.250, 4.000, -0.400,  -5.514, -5.390,  -4.661, -8.918, -9.766,  -6.870, -5.870, -5.413, -2.559, -2.781,  -2.470, -2.935, -3.265,  -2.276, -2.752, -4.474, -3.305, -3.472,  -4.732, -4.262,  -3.928, -4.080, -4.796, -4.363, -3.737
 F,F,ok,1.250, 4.500, -0.400,  -3.161, -3.037,  -2.217, -5.851, -6.693,  -6.026, -5.009, -4.477, -2.293, -2.467,  -1.750, -2.376, -2.757,  -1.427, -1.903, -2.671, -1.046, -1.207,  -2.668, -2.196,  -2.006, -2.145, -4.521, -3.971, -2.977
 F,F,ok,1.250, 5.000, -0.400,  -4.766, -4.661,  -3.626, -8.166, -8.998,  -8.382, -7.362, -7.281, -0.719, -0.835,  -2.273, -2.892, -3.296,  -0.910, -1.389, -1.900, -3.271, -3.428,  -4.816, -4.344,  -4.445, -4.572, -4.954, -4.426, -1.963
 F,F,ok,1.500, 1.500, -0.400,  -6.542, -7.224,  -6.096, -9.272, -9.573,  -8.689, -7.750,-11.173, -5.881, -6.990,  -1.930, -2.450, -2.800,  -9.151, -9.626, -9.706,-13.212,-13.309,  -7.901, -7.431,  -8.450, -8.196, -4.278, -3.815, -7.430
 F,F,ok,1.500, 2.000, -0.400,  -5.809, -5.579,  -5.138, -8.917, -9.379,  -8.467, -7.471,-10.946, -4.079, -5.142,  -1.908, -2.425, -2.775,  -8.679, -9.154, -9.249,-12.914,-12.999,  -7.806, -7.336,  -7.696, -7.755, -4.243, -3.779, -5.348
 F,F,ok,1.500, 2.500, -0.400,  -5.673, -5.231,  -5.026, -9.033, -9.730,  -8.112, -7.036,-10.864, -3.185, -3.569,  -1.914, -2.425, -2.773,  -8.122, -8.597, -8.729,-12.733,-12.839,  -7.835, -7.365,  -7.415, -7.594, -4.239, -3.778, -4.343
 F,F,ok,1.500, 3.000, -0.400,  -5.578, -5.174,  -4.774, -9.057, -9.869,  -7.628, -6.528,-10.786, -2.728, -2.939,  -1.954, -2.453, -2.797,  -7.760, -8.235, -8.399,-12.666,-12.791,  -7.829, -7.359,  -7.587, -7.753, -4.270, -3.815, -3.927
 F,F,ok,1.500, 3.500, -0.400,  -5.506, -5.197,  -4.579, -9.034, -9.907,  -7.148, -6.026, -8.040, -2.481, -2.675,  -2.049, -2.530, -2.866,  -4.835, -5.310, -8.210, -6.564, -6.719,  -6.432, -5.962,  -5.475, -5.614, -4.361, -3.917, -3.695
 F,F,ok,1.500, 4.000, -0.400,  -5.388, -5.142,  -4.557, -8.895, -9.788,  -6.614, -5.612, -5.153, -2.330, -2.526,  -2.220, -2.685, -3.015,  -2.026, -2.501, -4.224, -3.058, -3.219,  -4.484, -4.014,  -3.681, -3.826, -4.546, -4.113, -3.499
 F,F,ok,1.500, 4.500, -0.400,  -3.043, -2.827,  -2.111, -5.852, -6.744,  -5.803, -4.784, -4.229, -2.058, -2.213,  -1.502, -2.127, -2.507,  -1.176, -1.652, -2.420, -0.799, -0.956,  -2.423, -1.950,  -1.761, -1.896, -4.259, -3.696, -2.749
 F,F,ok,1.500, 5.000, -0.400,  -4.625, -4.434,  -3.514, -8.168, -9.052,  -8.150, -7.132, -7.038, -0.501, -0.593,  -2.034, -2.652, -3.055,  -0.659, -1.139, -1.648, -3.025, -3.178,  -4.568, -4.095,  -4.202, -4.327, -4.698, -4.163, -1.726
 F,F,ok,1.750, 1.500, -0.400,  -6.505, -7.129,  -6.062, -9.126, -9.487,  -8.459, -7.524,-10.947, -5.734, -6.789,  -1.686, -2.205, -2.556,  -8.910, -9.384, -9.465,-13.014,-13.076,  -7.653, -7.183,  -8.285, -7.944, -4.034, -3.571, -7.256
 F,F,ok,1.750, 2.000, -0.400,  -5.783, -5.458,  -5.087, -8.769, -9.320,  -8.215, -7.225,-10.693, -3.929, -4.855,  -1.658, -2.176, -2.526,  -8.410, -8.884, -8.994,-12.700,-12.740,  -7.571, -7.102,  -7.495, -7.480, -3.994, -3.530, -5.158
 F,F,ok,1.750, 2.500, -0.400,  -5.669, -5.101,  -4.987, -8.966, -9.736,  -7.855, -6.781,-10.602, -3.027, -3.294,  -1.664, -2.175, -2.523,  -7.790, -8.265, -8.422,-12.508,-12.578,  -7.623, -7.154,  -7.197, -7.320, -3.989, -3.527, -4.137
 F,F,ok,1.750, 3.000, -0.400,  -5.567, -5.015,  -4.736, -9.029, -9.892,  -7.387, -6.286,-10.540, -2.552, -2.675,  -1.705, -2.204, -2.547,  -7.399, -7.874, -8.063,-12.434,-12.532,  -7.631, -7.161,  -7.357, -7.490, -4.021, -3.565, -3.712
 F,F,ok,1.750, 3.500, -0.400,  -5.452, -4.991,  -4.519, -9.010, -9.917,  -6.865, -5.742, -7.754, -2.284, -2.415,  -1.799, -2.279, -2.616,  -4.582, -5.058, -7.865, -6.322, -6.458,  -6.176, -5.706,  -5.231, -5.352, -4.111, -3.666, -3.470
 F,F,ok,1.750, 4.000, -0.400,  -5.312, -4.927,  -4.489, -8.885, -9.807,  -6.378, -5.373, -4.910, -2.116, -2.268,  -1.970, -2.435, -2.765,  -1.775, -2.251, -3.973, -2.816, -2.966,  -4.236, -3.766,  -3.440, -3.574, -4.296, -3.862, -3.268
 F,F,ok,1.750, 4.500, -0.400,  -2.946, -2.612,  -2.013, -5.838, -6.763,  -5.559, -4.537, -3.980, -1.832, -1.957,  -1.253, -1.878, -2.259,  -0.924, -1.401, -2.169, -0.555, -0.704,  -2.175, -1.702,  -1.518, -1.646, -3.990, -3.405, -2.510
 F,F,ok,1.750, 5.000, -0.400,  -4.529, -4.226,  -3.438, -8.186, -9.105,  -7.926, -6.907, -6.795, -0.297, -0.354,  -1.796, -2.413, -2.816,  -0.408, -0.888, -1.396, -2.780, -2.927,  -4.319, -3.847,  -3.961, -4.082, -4.437, -3.891, -1.498
 F,F,ok,2.000, 1.500, -0.400,  -6.473, -7.060,  -6.026, -9.000, -9.420,  -8.202, -7.270,-10.687, -5.620, -6.611,  -1.435, -1.955, -2.306,  -8.669, -9.144, -9.224,-12.830,-12.849,  -7.401, -6.931,  -8.142, -7.697, -3.784, -3.320, -7.113
 F,F,ok,2.000, 2.000, -0.400,  -5.765, -5.373,  -5.043, -8.650, -9.282,  -7.951, -6.967,-10.427, -3.817, -4.592,  -1.408, -1.926, -2.276,  -8.144, -8.619, -8.743,-12.504,-12.485,  -7.328, -6.859,  -7.318, -7.211, -3.743, -3.280, -4.996
 F,F,ok,2.000, 2.500, -0.400,  -5.676, -5.012,  -4.957, -8.916, -9.739,  -7.590, -6.519,-10.333, -2.908, -3.034,  -1.413, -1.924, -2.272,  -7.460, -7.935, -8.119,-12.298,-12.314,  -7.398, -6.929,  -6.995, -7.045, -3.738, -3.276, -3.955
 F,F,ok,2.000, 3.000, -0.400,  -5.579, -4.902,  -4.712, -9.010, -9.906,  -7.137, -6.035,-10.285, -2.413, -2.419,  -1.454, -1.953, -2.297,  -7.036, -7.511, -7.728,-12.214,-12.269,  -7.419, -6.950,  -7.139, -7.222, -3.771, -3.315, -3.517
